hrhhid2,gestfips,hefaminc,hwhhwgt,helaptop,hedesktp,hetablet,hemphone,heinhome
16011,12,14,4569.5331,2,1,2,1,1
16011,12,6,4634.3667,2,2,2,1,2
16011,12,14,4107.4935,1,1,1,1,1
16011,12,8,5345.83,2,1,2,1,1
16011,12,13,3685.0128,1,1,1,1,1
16011,12,4,4653.4935,2,2,2,1,2
16011,12,8,4133.9013,1,2,2,1,1
16011,12,11,4443.7775,1,2,1,1,1
16011,12,13,3398.4001,1,2,1,1,1
15011,12,15,4757.5556,1,1,2,1,1
15011,12,15,5663.3437,1,1,2,1,1
15011,12,16,5245.4014,1,2,1,1,1
15011,12,16,4891.8586,1,1,2,1,1
15011,12,10,3710.7934,2,1,1,1,1
15011,12,13,5351.3255,1,2,1,1,1
15011,12,3,4490.1433,2,2,2,1,1
15012,12,12,5245.4014,1,2,2,2,1
15011,12,7,5888.8797,1,2,2,1,1
15011,12,16,3971.0238,1,1,1,1,1
15011,12,1,4186.1792,1,2,1,1,1
15011,12,13,4694.5129,1,2,1,1,1
15011,12,13,4520.3659,1,2,1,2,1
15011,12,13,5212.0765,1,2,2,2,1
15011,12,14,5031.2496,2,2,2,1,1
15011,12,11,4330.2143,1,2,2,1,1
15011,12,6,5245.4014,1,2,2,1,1
15011,12,4,4501.2781,2,2,1,2,1
15011,12,8,4725.251,2,2,2,2,2
16011,12,14,5265.0422,1,1,2,1,1
16011,12,15,3695.6736,2,2,2,2,2
16011,12,13,3869.3903,1,1,2,1,1
16011,12,5,4426.4117,2,2,2,1,1
16011,12,13,3912.5927,2,2,2,1,2
16011,12,8,4162.6786,1,2,1,1,1
16011,12,15,9692.432,1,2,2,1,1
16011,12,15,6612.2657,1,1,2,1,1
16011,12,12,5265.0422,1,2,2,1,1
16011,12,16,6847.4426,2,2,1,1,1
16011,12,6,4634.2554,1,2,1,1,1
16011,12,11,4107.274,1,2,2,1,1
16011,12,14,4325.9482,1,2,1,1,1
16011,12,8,7596.9338,2,2,2,2,2
16011,12,16,5813.454,1,2,2,1,1
16011,12,14,6004.2829,2,2,2,1,1
15011,12,12,3482.7007,1,1,2,1,1
15011,12,15,3936.1148,2,1,2,1,1
15011,12,16,4165.4058,1,2,2,1,1
16011,12,16,4911.373,2,1,1,1,1
15011,12,14,3666.0957,2,1,2,1,1
15011,12,14,4278.0899,1,2,2,1,1
15011,12,8,4529.1833,2,2,2,1,1
15012,12,13,3960.4959,1,2,1,1,1
15012,12,15,6373.976,1,1,2,1,1
15011,12,15,4286.1299,1,2,2,1,1
15011,12,14,4692.8934,1,1,1,1,1
15011,12,13,5845.0646,1,1,2,1,1
16011,12,11,4474.2206,2,2,2,2,2
16011,12,14,8483.3986,1,1,2,1,1
16011,12,15,3962.9902,1,2,1,1,1
16011,12,12,5041.6155,1,1,1,1,1
16011,12,13,4568.935,1,2,1,1,1
16011,12,15,5537.6948,2,2,2,1,1
16011,12,12,5180.8765,1,2,2,1,1
16011,12,10,4957.4155,1,2,2,1,1
16011,12,10,3316.8312,2,2,2,2,1
15011,12,7,4158.0416,2,2,1,1,1
15011,12,16,3477.7561,1,1,1,1,1
15011,12,10,4203.4074,2,2,2,2,2
15011,12,16,4185.2325,1,2,2,1,1
16011,12,3,4648.6568,1,1,2,1,1
15011,12,11,3761.5787,1,1,2,1,2
15011,12,15,3761.5787,1,2,2,2,1
15011,12,15,4015.9539,1,2,2,2,1
15011,12,16,4164.3565,1,1,1,1,1
15011,12,13,7009.4382,2,2,2,2,1
15011,12,7,5156.0835,1,2,2,1,2
15011,12,7,4490.4783,1,1,2,1,1
15011,12,14,4016.4193,1,1,2,2,2
16011,12,14,4813.7691,1,1,1,1,1
16011,12,11,4618.8199,2,2,2,2,2
16011,12,11,4566.9276,2,2,2,2,2
16011,12,7,4389.4894,2,2,2,2,2
16011,12,16,3881.532,2,2,2,2,2
16011,12,14,3650.9616,2,1,1,1,1
16011,12,9,4182.7533,2,2,1,1,1
16011,12,15,4053.5027,1,1,2,1,1
15011,12,14,3828.6766,1,1,2,1,1
15011,12,15,4549.2881,1,1,1,1,1
15011,12,13,3932.2513,2,2,2,2,2
15011,12,11,3095.3464,2,2,1,1,1
15011,12,13,4588.321,1,2,2,1,1
15011,12,15,4947.4781,1,2,2,1,1
16011,12,13,3362.9228,1,1,2,1,1
16011,12,13,3581.6357,1,2,2,1,1
16011,12,15,4143.1512,1,1,1,1,1
16011,12,10,3315.3978,1,2,2,2,2
16011,12,11,3315.3978,1,1,1,1,1
16011,12,11,3642.6242,1,1,2,1,1
16011,12,10,3107.0241,2,2,2,2,2
16011,12,13,3575.4833,1,1,2,1,1
15011,12,16,5021.0206,1,1,1,1,1
15011,12,16,5028.415,1,2,1,1,1
15012,12,14,3466.2108,2,1,1,1,1
15011,12,16,4145.3073,1,2,1,1,1
15011,12,10,3201.161,1,2,1,1,1
15011,12,12,5485.6747,1,2,1,1,1
15011,12,14,4664.4677,1,2,1,1,1
15011,12,15,4014.9305,1,2,2,1,1
15011,12,7,4179.9229,2,1,1,1,1
15012,12,1,4947.2787,1,2,2,1,1
16011,12,16,3575.4833,1,2,1,1,1
16011,12,12,4754.0141,1,1,2,1,1
15012,12,13,3261.36,1,2,1,1,1
15011,12,15,3900.6762,1,2,1,1,1
15011,12,6,4362.1886,2,2,2,1,1
15011,12,4,4290.2393,1,1,1,1,1
16011,12,5,4138.5781,2,2,2,1,1
16011,12,11,4804.6776,1,2,2,1,1
16011,12,15,4611.629,1,1,1,1,1
16011,12,13,5442.1408,1,2,2,1,1
15011,12,14,3627.7962,1,2,2,1,1
15011,12,9,3731.6653,1,1,2,1,1
15011,12,15,3771.0615,2,2,2,2,2
15011,12,13,3771.0615,2,2,2,2,2
15011,12,14,3477.7561,1,2,1,1,1
15011,12,14,3717.5988,1,1,1,1,1
15011,12,16,5470.6603,1,2,1,1,1
16011,12,14,4938.8946,1,1,1,1,1
16011,12,16,4054.683,1,1,1,1,1
16011,12,16,3445.8783,1,1,1,1,1
16011,12,16,3445.8783,1,1,1,1,1
16011,12,16,3723.4665,1,2,1,1,1
16011,12,14,3426.5466,1,2,1,1,1
16011,12,13,4507.5382,1,2,1,1,1
16011,12,7,5502.0944,2,2,2,1,1
15011,12,10,3412.3038,2,2,2,2,2
15011,12,13,3412.3038,2,2,2,2,1
15011,12,14,3758.7364,1,1,2,1,1
15011,12,9,4516.6019,2,2,1,1,1
16011,12,7,4443.7775,1,2,1,1,1
16011,12,9,4836.4586,1,1,1,1,1
16011,12,8,4074.8811,1,1,1,1,1
15011,12,16,3905.0098,1,1,1,1,1
15011,12,8,4134.3756,1,1,1,1,1
15011,12,10,3252.7767,1,1,1,1,1
15011,12,9,3798.9686,2,2,2,2,2
16011,12,16,3849.6792,2,2,2,2,1
16011,12,14,3837.7828,1,2,2,1,1
16011,12,16,3648.9897,1,2,2,1,2
16011,12,16,3718.1299,1,2,2,2,1
16011,12,13,3941.6039,2,2,1,1,1
16011,12,13,4738.7962,1,2,1,1,1
16011,12,7,3546.9262,1,1,1,1,1
16011,12,4,3248.0003,2,2,2,2,2
16011,12,10,3248.0003,1,2,2,1,2
15011,12,14,4793.9044,2,2,2,1,1
15011,12,9,5312.5837,1,1,1,1,1
15011,12,13,4547.544,1,1,2,1,1
15011,12,11,4587.6345,1,1,2,1,1
15011,12,14,4547.544,1,2,2,1,1
15011,12,11,3718.2169,1,2,1,1,1
16011,12,10,3710.2579,1,2,2,1,1
16011,12,15,4180.7003,2,1,1,1,1
15012,12,15,3341.6573,1,1,2,1,1
15011,12,15,5122.9761,1,2,1,1,1
15011,12,13,4258.5278,1,1,2,1,1
15011,12,7,3780.8834,1,2,1,1,1
15011,12,15,3995.3206,1,1,1,1,1
15011,12,12,3623.4845,2,1,1,1,1
15011,12,12,3341.6573,2,2,1,2,1
15011,12,7,3972.6106,2,2,2,2,2
16011,12,16,4375.2253,1,1,1,1,2
16011,12,15,4083.027,1,2,2,1,1
16011,12,15,4186.7278,1,1,1,1,1
16011,12,16,3649.621,1,2,1,1,1
15011,13,11,5671.36,2,1,1,1,1
16011,13,15,5476.9918,2,1,2,1,1
15011,13,14,4495.5202,1,1,1,1,1
15011,13,16,4676.4236,1,1,1,1,1
15012,13,9,5190.6482,2,2,2,2,1
16011,13,7,3507.9893,1,2,1,2,1
15012,13,9,4114.0496,2,2,2,2,2
15012,13,15,5242.5654,2,2,2,2,2
15011,13,11,5240.4915,2,2,2,1,2
16011,13,15,4861.1351,1,1,1,1,1
16011,13,1,4592.9615,2,2,2,2,2
16011,13,10,4134.5486,2,2,2,1,1
15011,13,13,4962.9079,1,1,1,1,1
15011,13,13,4984.448,1,2,1,1,1
16011,13,10,4219.1955,1,1,1,1,1
16011,13,6,4991.5093,2,2,2,1,1
16011,13,4,3557.1116,2,2,1,1,1
16011,13,16,4423.0356,1,2,2,1,1
16011,13,5,4873.4251,2,2,1,2,1
16011,13,7,4257.4762,1,2,2,1,1
15011,13,16,5603.7835,1,1,1,1,1
15011,13,13,3567.9516,1,1,1,1,1
15011,13,12,4670.827,2,2,2,1,1
15011,13,10,4038.4107,2,2,2,1,1
15011,13,9,3478.3106,1,2,1,1,1
16011,13,15,3799.5734,1,2,2,1,1
16011,13,15,4698.2728,2,2,2,1,1
15011,13,5,6308.3292,1,2,2,1,1
16011,13,15,6067.2342,1,2,1,1,1
16011,13,12,5203.4567,2,2,2,1,1
16011,13,10,4482.1517,1,2,1,1,1
15011,13,15,8030.0397,2,2,2,2,2
16011,13,10,5375.1308,1,2,1,1,1
15011,13,12,4834.5676,1,2,2,1,1
15011,13,10,5880.1977,2,1,1,1,1
15011,13,15,6043.7177,1,1,1,1,1
15011,13,14,5749.6314,1,2,1,1,1
15011,13,16,5822.9668,1,1,1,1,1
16011,13,5,4254.5565,1,2,1,1,1
16011,13,8,4512.4804,2,2,1,1,1
16011,13,16,4567.743,2,2,1,1,1
16011,13,16,6586.8288,1,2,2,1,1
16011,13,15,5474.9658,1,2,1,1,1
16011,13,10,5664.4126,1,2,2,1,1
16011,13,9,7638.8675,1,2,1,1,1
16011,13,6,4940.0147,1,2,2,1,1
15011,13,14,3426.2772,1,2,1,1,1
16011,13,1,3613.7158,2,2,2,1,1
15011,13,5,5174.2876,2,2,2,1,1
15011,13,12,3760.8923,1,2,2,1,1
16011,13,12,3927.483,1,1,1,1,1
15011,13,12,6332.3903,2,2,2,1,2
15012,13,9,5971.8161,2,2,2,1,2
15011,13,13,6043.7177,1,1,2,1,1
16011,13,15,8906.7543,1,2,1,1,1
16011,13,7,5270.1602,2,2,2,1,1
16011,13,16,6989.1285,1,1,1,1,1
16011,13,8,6510.946,2,2,2,1,2
16011,13,15,5020.894,1,1,2,1,1
16011,13,5,10031.4303,1,2,2,1,1
16011,13,16,5946.2705,1,1,2,1,1
15011,13,16,6305.2074,2,2,2,1,1
15011,13,16,5213.8285,1,2,2,1,1
16011,13,14,8454.158,1,2,2,1,1
16011,13,5,3846.9596,2,2,2,2,2
15011,13,15,5367.7499,2,2,2,1,1
15011,13,13,5671.36,1,2,1,1,1
15011,13,16,5092.1131,1,1,1,1,1
16011,13,15,5785.3871,1,1,2,1,1
16011,13,10,7638.8675,1,2,1,1,1
15011,13,16,5232.9098,1,2,1,1,1
15011,13,16,5153.301,1,2,1,1,1
15011,13,16,6328.9617,1,2,1,1,1
15011,13,16,7095.6135,2,2,2,1,1
15011,13,8,11230.2344,1,2,1,1,1
16011,13,16,6330.15,1,2,2,1,1
16011,13,5,4599.7212,1,2,2,1,1
15011,13,16,7396.3061,1,2,1,2,1
15011,13,16,4990.6924,1,2,2,1,1
15011,13,12,7593.1159,1,2,1,1,1
15011,13,13,6171.0514,2,2,2,2,2
15011,13,16,5103.1762,1,2,2,2,1
15011,13,9,8272.4818,2,2,2,1,2
15011,13,13,5190.6482,1,2,1,1,1
15011,13,5,5647.3736,1,1,1,1,1
15011,13,16,6305.2074,2,2,2,1,1
16011,13,13,5856.0298,1,2,2,2,1
16011,13,9,4567.743,2,1,1,2,2
16011,13,13,4599.7212,1,2,1,1,1
16011,13,14,4423.0356,1,1,1,1,1
16011,13,14,4684.0597,1,2,2,2,1
15011,13,16,3810.836,1,1,1,1,1
15011,13,9,5402.2207,1,2,2,1,1
15011,13,2,3828.619,1,2,1,1,1
15011,13,12,4595.2672,1,2,2,1,1
15011,13,11,4308.4511,2,2,2,1,1
16011,13,12,3967.5558,2,2,2,2,2
16011,13,13,4024.7705,1,2,2,1,1
16011,13,11,4077.2585,2,2,2,2,2
15011,13,13,6003.6879,1,1,2,1,1
16011,13,16,7470.6866,1,2,1,1,1
16011,13,9,5203.4567,1,2,1,1,1
16011,13,11,5645.8171,1,2,2,1,1
15011,13,15,5603.7835,2,2,2,2,2
16011,13,2,5024.8858,1,2,1,1,1
15011,13,2,5340.3762,1,2,1,1,1
15011,13,15,5302.0698,1,2,1,1,1
15011,13,12,4887.0151,1,2,1,1,1
15011,13,14,3733.6897,1,2,1,1,1
16011,13,12,4948.0033,2,1,1,1,1
15011,13,11,4656.6805,1,2,2,1,1
15011,13,3,4144.0765,1,2,2,2,1
16011,13,12,4519.5707,1,2,2,1,1
16011,13,13,4521.1744,2,1,2,1,1
15011,13,15,3602.9836,1,2,1,1,1
16011,13,10,4150.3398,2,1,2,1,1
16011,13,9,4277.6965,1,2,2,1,1
16011,13,7,3053.9124,2,2,1,1,1
16011,13,7,3696.8377,2,2,2,1,1
15011,13,16,5103.1762,2,1,1,1,1
16011,13,16,6711.6345,1,2,2,1,1
16011,13,15,5203.4567,1,1,2,1,1
16011,13,14,4269.6644,1,1,2,1,1
16011,13,14,4423.0356,1,2,2,1,1
16011,13,12,3483.6128,2,2,2,2,2
15011,13,12,6043.7177,2,1,2,1,1
15011,13,7,3156.1435,1,1,2,1,1
15011,13,2,4508.1831,2,2,2,1,1
15011,13,11,5089.9031,1,2,1,1,1
15011,13,11,4519.0561,2,2,1,1,1
15011,13,3,4174.444,1,2,2,1,1
15011,13,14,5128.0329,1,1,1,1,1
15011,13,9,4253.068,1,2,2,1,1
15011,13,9,4106.7876,1,1,2,1,1
15011,13,15,4367.3239,1,2,2,1,1
15011,13,16,4615.0218,1,2,1,1,1
16011,13,16,5404.4518,1,2,1,1,1
15011,21,13,3006.1512,1,1,1,1,1
15011,21,8,2519.2872,1,2,1,1,1
15011,21,10,2844.4933,1,1,2,1,1
16011,21,15,3793.1447,1,1,1,1,1
15011,21,5,3241.977,2,2,1,1,1
15011,21,11,2803.778,2,2,2,1,1
15011,21,14,2951.4218,2,2,2,1,1
15011,21,14,2894.8195,1,2,2,1,1
16011,21,12,4247.1118,2,2,2,1,1
16011,21,11,2816.9338,1,2,2,1,1
16011,21,12,5125.9422,1,2,2,1,1
16011,21,12,2813.6265,2,2,2,2,1
15011,21,12,6128.716,1,1,2,1,1
15011,21,9,5118.7776,2,1,2,1,1
16011,21,1,4981.6798,1,1,1,1,1
15011,21,16,3708.0068,1,1,1,1,1
15011,21,12,3675.5291,2,2,2,2,2
15011,21,15,3363.0736,1,1,1,1,1
15012,21,14,3675.5291,1,2,1,1,1
16011,21,15,4050.6993,2,2,2,1,1
16011,21,12,4228.7143,1,1,1,1,1
16011,21,12,3553.1359,2,2,2,2,2
16011,21,15,3394.8731,2,1,1,1,1
16012,21,15,5248.3462,2,2,2,1,1
16011,21,6,3625.644,1,2,2,1,1
16011,21,15,3353.8004,2,2,1,1,1
16011,21,12,4075.5926,1,1,1,1,1
15011,21,12,3147.913,1,2,2,1,1
16011,21,7,3267.9197,2,2,1,1,1
16011,21,1,3692.8758,1,2,2,1,1
16011,21,5,2987.4448,2,2,1,2,1
16011,21,13,2948.2542,1,2,2,1,1
15011,21,9,3241.977,2,2,1,1,1
15011,21,5,2855.7697,2,2,1,1,1
16011,21,8,2798.7854,2,2,1,1,1
15011,21,7,4413.9439,1,2,2,1,1
15011,21,12,3474.9314,2,2,2,1,1
15011,21,5,3388.131,2,2,2,1,1
15011,21,8,5274.5735,2,2,1,1,1
15011,21,14,3212.7662,1,1,1,1,1
15011,21,8,3708.0068,2,2,2,1,1
15011,21,12,3227.5634,2,2,2,2,2
16011,21,12,3161.1662,2,2,2,1,1
15011,21,13,2812.3352,1,1,2,1,1
15011,21,15,3765.0256,1,1,1,1,1
16011,21,6,4595.1312,1,1,2,1,1
15011,21,11,3227.5634,1,2,2,1,1
15011,21,14,2966.7633,1,2,1,1,1
15011,21,13,3747.7543,1,2,2,2,1
15011,22,14,1884.5092,1,1,2,1,1
16011,22,14,1949.1166,2,2,2,1,1
15011,22,7,1482.0708,2,2,2,2,2
16011,22,7,1522.3923,1,1,1,1,1
16011,22,7,1793.5607,2,2,1,1,2
16011,22,5,2087.0285,1,2,1,1,1
16011,22,8,1528.4371,1,2,1,1,1
15011,22,13,1624.1028,2,2,2,1,1
15011,22,10,1798.0805,1,2,1,1,1
15011,22,7,1868.3419,2,1,1,1,1
15011,22,8,2514.1609,2,2,2,1,1
16011,22,10,1425.2792,2,2,2,2,2
15011,22,14,1330.7203,2,2,2,1,2
15011,22,1,1720.6398,2,2,2,2,2
16011,22,5,1212.5549,1,2,2,2,1
16011,22,13,1522.2066,1,1,1,1,1
15011,22,11,1508.5342,2,2,2,2,2
15011,22,12,1937.5928,1,2,2,1,1
15011,22,12,1873.0896,1,1,2,1,1
15011,22,3,2386.2766,2,2,2,2,2
15011,22,16,2386.2766,1,1,2,1,1
15011,22,6,3572.2162,2,2,2,1,1
15011,22,13,3174.2919,1,1,2,1,1
15011,22,15,2596.7018,1,2,1,1,1
15012,22,1,2277.8922,2,2,2,1,1
16011,22,13,2689.2027,2,2,2,2,2
16011,22,9,1926.2272,1,1,2,1,1
16011,22,6,2238.7038,1,2,1,1,1
16011,22,10,2013.3852,2,1,1,1,1
16011,22,13,1925.0434,2,2,2,1,1
16011,22,12,2514.702,1,2,1,1,1
16011,22,10,1422.1451,2,2,2,2,2
15011,22,15,1600.3911,1,1,2,2,2
15011,22,4,1490.6036,2,2,2,2,2
15011,22,15,1793.4054,1,2,1,1,1
16011,22,16,2208.5397,1,2,2,1,1
16011,22,8,2146.6306,2,2,2,1,1
16011,22,15,2639.8085,1,2,2,1,1
16011,22,15,1963.8363,2,2,1,1,1
16011,22,7,2102.0041,2,2,2,2,2
15011,22,11,1573.0059,1,2,2,1,1
15011,22,11,1620.2921,2,2,2,2,2
16011,22,15,1704.9347,1,2,1,1,1
15011,22,3,1763.2676,2,2,2,1,2
15011,22,5,1945.3808,1,2,2,1,1
15011,22,12,2333.4498,1,1,2,1,1
16011,22,15,1685.8259,1,2,2,1,1
16011,22,13,2067.3789,1,2,2,1,1
16011,22,7,1572.984,2,2,1,1,1
16011,22,3,2988.6218,2,2,2,1,2
16011,22,8,2051.3922,1,1,2,1,1
15011,22,15,1532.7382,1,2,2,1,1
15011,22,13,2088.0711,2,2,2,2,2
16011,22,9,1620.4422,2,2,2,2,2
15011,22,7,2518.7123,1,1,2,1,1
15011,22,15,2086.0806,1,2,2,1,1
15011,22,14,2431.5794,1,2,1,1,1
15011,22,8,2272.5012,2,2,2,1,1
15011,22,7,3763.9353,2,2,2,1,1
16011,22,9,1978.7766,2,2,2,1,1
16011,22,11,2753.1723,2,2,2,1,2
16011,22,6,2885.1213,2,2,2,1,1
15011,22,10,1982.9776,2,2,1,1,1
15011,22,8,1446.948,2,2,1,1,1
16011,22,13,1883.9632,1,2,1,1,1
16011,22,1,1749.4441,2,2,1,1,2
15011,22,6,1682.5562,2,2,2,2,1
16011,22,5,1411.4793,2,2,1,1,1
16011,22,11,1741.8874,2,2,2,2,2
16011,22,11,1199.7889,2,2,2,1,2
16011,22,12,2402.6643,1,1,2,1,1
16011,22,11,1493.7331,2,2,2,1,1
16011,22,16,1918.5819,1,1,1,1,1
16011,22,11,1770.2746,2,2,2,2,2
15011,22,5,1920.9439,2,2,2,1,1
15011,22,9,1983.041,2,2,1,1,1
15011,22,13,2648.7692,1,2,2,1,1
15011,22,11,2300.6201,2,2,2,1,1
15011,22,1,1511.5443,2,2,2,1,1
16011,22,9,1668.5038,2,2,2,2,2
16011,22,12,1561.1611,1,1,2,1,1
16011,22,16,1786.7294,2,2,2,2,2
15011,22,15,1920.9439,1,2,2,1,1
16011,22,14,1727.6658,2,2,2,1,1
16011,22,13,1724.8993,1,2,2,1,1
16011,22,4,2048.5552,2,2,2,1,1
16011,22,10,2629.5592,2,2,2,2,1
15011,22,8,1554.5311,2,2,2,2,2
15011,23,8,1468.3161,2,2,2,2,2
16011,23,11,1264.394,1,1,1,1,1
16011,23,4,1442.1835,2,2,2,2,2
16011,23,1,1820.2911,1,2,1,1,1
16011,23,12,1347.5924,1,2,1,1,1
15011,23,8,1339.5713,1,2,2,2,1
16011,23,10,1734.9041,1,1,2,1,1
15011,23,13,1246.138,1,2,1,1,1
15011,23,10,1477.3403,1,1,2,1,1
15011,23,7,1236.9271,2,2,2,2,1
15011,23,4,1287.305,1,2,2,1,1
15011,23,5,1287.305,1,2,2,1,1
15012,23,9,1287.305,2,2,2,2,2
15011,23,4,1424.8181,1,2,2,2,1
16011,23,14,1576.0621,1,1,2,1,1
16011,23,4,1265.6828,1,2,1,1,1
16011,23,10,1208.741,2,1,1,2,1
16011,23,10,1337.4568,2,1,1,1,1
16011,23,8,1470.0338,1,2,1,1,1
16011,23,16,1504.8299,1,1,1,1,1
16011,23,15,1609.8785,1,1,2,1,1
16011,23,16,2120.093,1,1,2,2,1
15011,23,13,1494.9438,1,2,2,1,1
15011,23,11,1375.31,1,2,2,1,1
16011,23,3,1528.0604,2,1,1,2,1
16011,23,10,1442.3136,2,1,2,1,1
16011,23,12,1667.6954,2,1,1,1,1
16011,23,7,1543.5534,2,1,2,2,1
15011,23,6,1732.6894,2,2,1,1,1
16011,23,6,1498.7395,1,2,2,1,2
16011,23,11,1613.3215,1,2,1,1,1
16011,23,11,1582.8132,1,2,2,1,1
15011,23,14,1376.7579,1,1,1,1,1
16011,23,9,1223.9597,2,2,2,1,1
15011,23,12,1349.5465,2,2,1,2,1
15011,23,11,1601.7778,1,2,2,1,1
15011,23,12,1700.6964,2,2,2,2,2
15011,23,6,1525.8968,1,2,2,1,1
15011,23,6,1524.879,2,2,2,2,2
15011,23,9,1377.7087,2,2,2,1,1
15011,23,4,1449.945,2,2,2,2,1
16011,23,13,1448.4433,2,2,1,1,1
15011,23,13,1287.7216,2,2,2,2,2
15011,23,7,1525.1449,1,2,2,1,1
16011,23,13,1352.2549,2,1,1,1,1
15011,23,16,1477.3403,2,1,1,1,1
15011,23,10,1246.138,1,1,2,1,1
15011,23,15,1246.9262,1,1,1,1,1
15011,23,8,1477.3403,2,2,2,1,1
16011,23,16,1616.8176,1,1,1,1,1
16011,23,13,1676.2524,1,2,2,1,1
16011,23,15,1184.8599,1,1,1,1,1
16011,23,16,1345.0975,1,2,1,1,1
16011,23,14,1264.8032,1,2,2,1,1
16011,23,15,1589.3516,1,2,2,1,1
15011,24,15,3583.0801,1,1,1,1,1
15011,24,15,5095.3472,1,1,2,1,1
15011,24,15,4605.2222,1,1,1,1,1
15011,24,15,4448.7893,1,1,1,1,1
15011,24,11,6733.3668,2,2,2,1,1
16011,24,14,3796.935,1,2,1,1,1
16011,24,15,4109.1794,1,1,2,1,1
16011,24,12,8528.9254,1,1,1,1,1
16011,24,11,5479.5606,1,1,2,1,1
15011,24,15,5375.2929,1,2,1,1,1
15011,24,16,4348.0982,1,2,2,1,1
15011,24,16,5964.6885,1,2,1,1,1
15011,24,13,4156.1224,1,1,2,1,1
15011,24,1,4516.2621,2,2,2,1,1
15011,24,15,5114.5241,1,2,1,1,1
15011,24,8,3635.45,2,2,2,1,1
15011,24,15,3635.45,2,1,1,1,1
15011,24,5,6050.213,1,2,2,1,1
16011,24,15,7300.4304,1,1,1,1,1
16011,24,15,4634.3654,1,2,2,1,1
16011,24,16,6683.4454,1,2,1,1,1
16011,24,16,4530.5017,1,1,1,1,1
16011,24,13,4591.4424,1,2,1,1,1
16011,24,4,6220.303,1,2,2,1,1
15011,24,7,2816.3087,2,2,2,2,2
16011,24,8,3459.8675,2,2,2,1,1
15011,24,4,6733.3668,1,1,1,1,1
16011,24,14,6324.7308,1,2,2,1,1
16011,24,6,4721.4806,2,1,2,1,1
16011,24,15,5479.5606,1,1,1,1,1
15011,24,14,7368.5362,1,2,1,1,1
15011,24,16,7213.4529,1,2,1,1,1
15011,24,1,3859.5569,1,2,2,2,1
16011,24,15,3796.935,2,1,2,2,1
16011,24,11,4690.0249,1,2,1,1,1
16011,24,14,4620.9965,1,2,1,1,1
16011,24,9,9483.335,2,2,1,1,1
16011,24,15,4789.0903,1,2,2,1,1
15011,24,15,4127.0994,1,1,2,1,1
15011,24,13,7152.837,1,2,1,1,1
16011,24,16,7096.4134,1,2,1,1,1
15011,24,16,3635.45,1,1,2,1,1
15011,24,15,3635.45,1,1,1,1,1
15011,24,14,4401.4113,1,1,1,1,1
15011,24,16,4448.7893,1,2,1,1,1
15011,24,13,4176.9511,1,1,1,1,1
15011,24,15,7043.8423,2,2,2,2,1
16011,24,15,5065.7758,1,2,1,1,1
15011,24,16,5580.4421,1,1,1,1,1
15011,24,16,4024.7224,1,1,2,2,1
15011,24,11,6436.392,2,2,2,2,2
15011,24,13,4576.2313,1,1,2,1,1
15011,24,15,5584.2861,1,1,1,1,1
15011,24,15,4292.7273,1,2,2,1,1
15011,24,14,7043.8423,1,2,2,1,1
16011,24,16,4418.286,1,2,1,1,1
16011,24,16,6683.4454,1,2,1,1,1
16011,24,15,6609.0965,1,1,1,1,1
16011,24,1,8480.7285,1,2,2,1,1
16011,24,16,4384.7458,1,1,2,1,1
16011,24,10,4556.2803,1,2,1,1,1
16011,24,16,3856.052,1,2,2,1,2
15011,24,16,5324.5027,1,1,2,1,1
15011,24,13,6941.4182,1,2,1,1,1
15011,24,16,10962.2912,1,1,2,1,1
15011,24,16,4897.974,1,1,1,1,1
15011,24,16,5277.6528,1,1,1,1,1
15011,24,14,5277.6528,2,2,2,1,1
15011,24,15,6910.6521,1,2,1,1,1
15011,24,13,6038.3559,1,1,2,1,1
15011,24,16,6065.9547,1,2,2,1,1
16011,24,15,6609.6213,1,2,2,2,2
16011,24,16,5238.1117,2,2,2,2,2
16011,24,16,7056.0768,1,1,1,1,1
16011,24,4,4861.8811,2,2,2,1,1
16011,24,14,4591.4424,2,1,1,1,1
16011,24,16,4861.8811,1,2,2,1,1
16011,24,16,6551.1802,1,1,1,1,2
16011,24,12,3764.7967,2,2,2,1,1
16011,24,16,4361.4179,2,2,2,2,2
15011,24,16,4549.6074,1,1,1,1,1
16011,24,16,3814.4561,1,1,1,1,1
15011,24,7,2251.116,1,2,1,1,1
15011,24,11,7680.2708,1,2,2,1,1
15011,24,13,4509.0836,2,2,1,1,2
15011,24,15,8246.57,1,1,1,1,1
15011,24,15,7298.054,1,1,1,1,1
16011,24,16,4827.91,1,2,2,1,1
16011,24,1,5988.3188,1,2,1,1,1
16011,24,1,6625.9748,1,2,2,1,1
16011,24,15,6540.5862,1,1,2,1,2
16011,24,1,4131.7543,1,2,1,1,1
16011,24,14,4131.7543,1,2,1,1,1
16011,24,1,4224.5052,1,2,2,1,1
16011,24,13,5508.614,1,2,2,1,1
16011,24,7,4303.9943,2,2,1,1,1
16011,24,5,6264.3481,1,2,1,1,1
16011,24,6,7640.6544,2,1,2,1,1
15011,25,10,3750.5561,1,2,1,1,1
16011,25,11,2488.7652,1,2,2,1,1
16011,25,11,3378.9605,1,2,2,1,1
16011,25,12,3495.0611,1,2,2,1,1
15011,25,10,3088.7019,2,2,2,2,2
15011,25,14,2815.1132,2,1,2,1,1
15011,25,13,3332.5336,1,1,2,1,1
