hrhhid2,gestfips,hefaminc,hwhhwgt,helaptop,hedesktp,hetablet,hemphone,heinhome
16011,48,7,3729.2566,1,2,2,1,2
15011,48,10,6219.0969,1,2,2,1,1
15011,48,16,4414.9354,1,1,1,1,1
16011,48,16,4525.5686,2,1,2,1,1
16011,48,14,4865.4675,1,1,2,1,1
16011,48,10,6724.8525,2,2,2,1,1
15011,48,10,4118.0039,1,2,2,2,2
16011,48,16,4381.3284,1,2,1,1,1
15011,48,12,5528.1817,1,1,2,1,2
16011,48,15,3967.4932,2,2,2,1,2
16011,48,13,6962.7763,2,2,2,1,1
16011,48,13,6613.1933,2,2,2,1,2
16011,48,13,4987.3622,2,2,2,1,1
15011,48,14,5106.2979,1,2,1,1,1
15012,48,5,4271.5141,2,2,2,1,2
15011,48,14,4592.2375,2,2,2,2,2
15011,48,10,4592.2375,2,2,2,1,1
15011,48,14,4776.7051,1,2,1,1,1
16011,48,16,4355.7144,2,2,2,2,2
16011,48,11,4532.6296,1,1,2,1,1
16011,48,12,5396.3581,1,2,2,1,1
16011,48,12,4451.2451,1,1,2,1,1
16011,48,1,5748.1706,1,2,2,1,1
16011,48,11,4022.3595,1,2,2,1,1
16011,48,10,4597.551,2,2,2,2,2
16011,48,12,4577.4501,1,2,2,1,1
15011,48,10,8949.2731,2,2,2,2,2
16011,48,4,5680.6613,2,2,2,2,1
16011,48,12,5662.1185,1,1,2,1,1
15011,48,13,4693.8247,1,1,1,1,1
15011,48,6,4363.7762,2,2,2,2,1
15011,48,15,5681.6978,2,2,2,1,2
16011,48,1,5056.0702,1,2,1,1,1
15011,48,14,4937.6808,1,2,1,1,1
15011,48,11,6262.2393,2,1,2,1,1
16011,48,11,5667.8158,2,2,2,1,1
15011,48,16,4653.757,1,2,1,1,1
16011,48,16,5857.0624,1,2,1,1,1
16011,48,13,3969.9083,2,1,2,1,1
16011,48,13,5538.7414,1,2,2,1,1
16011,48,11,5063.5749,2,2,1,1,1
15011,48,9,5577.3138,2,2,2,1,1
15011,48,12,4633.1138,2,2,2,2,2
15011,48,16,4532.5739,2,2,2,1,1
15011,48,2,4919.1774,2,2,2,2,1
16011,48,16,3724.4449,1,2,1,1,1
16011,48,15,5668.3433,1,2,1,1,1
16011,48,14,4101.2201,2,2,2,1,2
16011,48,15,4760.3383,2,2,2,1,1
16011,48,2,4165.0386,1,2,2,1,1
15011,48,16,4860.9588,1,2,1,1,1
16011,48,11,8509.1728,2,2,2,1,2
16011,48,12,8116.9085,2,1,2,1,1
16011,48,13,4261.3444,1,2,1,1,1
16011,48,16,4604.0448,1,2,1,1,1
16011,48,16,5276.7715,1,1,1,1,1
16011,48,5,4844.0381,2,2,2,2,2
16011,48,12,4345.8208,1,2,1,1,1
16011,48,12,5333.6902,2,2,2,1,2
16011,48,13,5270.7734,2,2,2,1,1
16011,48,14,5096.6987,1,2,1,1,1
16011,48,13,5333.6902,1,1,1,1,1
16011,48,16,4769.439,1,2,2,1,1
15011,48,8,3589.8805,1,2,2,1,1
16011,48,15,5378.8724,1,1,1,1,1
15011,48,11,4152.324,1,2,1,1,1
16011,48,14,4453.6549,1,2,2,1,1
16011,48,9,5894.2208,1,2,2,2,2
16011,48,14,3546.5282,2,2,2,2,2
16011,48,3,5629.7479,2,2,2,2,1
15011,48,14,4287.2215,1,1,1,1,1
16011,48,16,5983.0626,1,2,1,1,1
16011,48,15,6697.65,1,2,1,1,1
16011,48,16,5573.8929,1,1,2,1,1
16011,48,15,11047.9996,1,2,1,1,1
15011,49,14,1749.238,1,1,2,2,1
15011,49,16,1749.238,1,2,2,2,2
15011,49,7,1466.1905,1,2,2,1,1
15011,49,15,1407.9445,1,2,2,2,2
16011,49,16,1442.2852,1,1,2,1,1
16011,49,15,1803.9171,1,1,2,1,1
16011,49,16,1541.6242,1,2,1,1,1
15011,49,16,2509.2721,1,1,1,1,1
16011,49,11,1860.3346,2,1,2,1,1
15011,53,9,4208.8772,1,2,2,1,1
15011,53,15,4162.9283,1,2,1,1,1
15011,53,15,3983.1333,1,1,1,1,1
16011,53,14,4531.8046,1,1,2,1,1
16011,53,12,3346.5063,2,2,2,1,1
16011,53,6,4309.3871,2,2,2,2,2
16011,53,15,2947.2759,1,2,1,1,1
16011,53,14,2515.4384,1,1,2,1,1
15011,53,3,4182.87,1,2,2,1,1
16011,53,13,3701.6714,1,2,1,1,1
16011,53,8,4839.5937,2,2,2,1,2
15011,53,16,3448.9843,2,2,2,2,2
15011,53,11,4024.7661,2,2,2,2,2
16011,53,10,4446.0699,2,2,2,2,2
16011,53,16,5905.4527,1,2,2,1,1
16011,53,16,3291.9236,2,2,2,2,2
16011,53,6,3261.0264,1,2,2,1,2
16011,53,15,3809.2898,1,2,1,1,1
15011,53,16,4402.6333,2,1,1,1,1
15011,53,14,4265.4337,2,2,2,1,1
15011,53,12,4718.3099,1,2,1,1,1
16011,53,8,2896.2783,1,2,1,1,1
16011,53,15,3449.7107,2,1,2,1,1
16011,53,16,3112.5914,1,1,2,1,1
15011,53,15,3803.1307,2,1,1,1,1
15011,53,16,2388.1809,1,1,1,1,1
15011,53,1,4634.7968,2,2,2,2,2
15011,53,15,3915.1693,2,1,2,1,1
15011,53,14,4787.7798,1,1,1,1,1
16011,53,8,4090.6675,2,2,2,1,1
16011,53,14,3598.8752,1,2,2,1,1
15011,53,16,3080.1222,1,2,1,1,1
15011,55,14,4600.2372,2,2,2,2,2
16011,55,4,3455.9573,2,2,2,1,1
15011,55,15,4180.871,1,1,2,1,1
15011,55,12,3198.0692,2,2,2,2,2
15011,55,4,4676.7632,1,2,1,1,1
16011,55,10,5035.6037,2,1,2,1,1
16011,55,15,2988.981,1,2,1,1,1
15011,55,8,3099.6723,1,2,2,1,1
15011,55,4,2330.2765,2,2,2,1,1
16011,55,13,3415.1659,1,2,2,1,1
15011,55,7,2871.7436,2,2,2,1,1
15011,55,6,10253.0528,1,1,2,1,1
16011,55,14,5897.2094,1,2,1,1,1
15011,55,15,3834.6726,2,1,2,1,1
16011,55,14,3582.6272,1,1,2,1,1
15011,55,12,3792.1703,1,2,2,1,1
16011,55,12,3057.0033,1,1,2,1,1
15011,55,15,4882.9969,1,1,2,1,1
16011,55,14,4773.2538,1,2,2,1,1
15011,55,14,3341.3402,1,2,2,1,1
15011,55,5,3409.2045,2,2,2,1,1
15011,55,6,2865.0865,2,2,2,1,1
16011,55,1,3541.9799,1,2,2,1,1
15011,56,7,366.6239,2,2,2,1,1
16011,56,12,355.557,1,2,2,1,1
16011,56,15,260.9486,1,1,1,1,1
15011,56,11,560.2815,2,2,2,2,2
16011,56,13,321.2911,1,2,2,1,1
16011,56,11,283.2375,1,2,2,1,1
16011,56,14,357.6796,1,2,2,1,1
16011,56,13,357.6796,1,2,1,1,1
15011,56,16,338.5298,1,1,2,1,1
15011,56,14,326.7207,2,1,2,1,1
15011,56,16,282.9324,1,1,2,1,1
16011,56,14,315.787,1,1,2,2,1
16011,56,15,404.657,1,1,1,1,1
16011,56,13,288.4534,2,1,2,1,1
16011,56,15,470.5722,2,1,1,1,1
16011,56,14,293.4459,1,1,2,2,1
16011,56,13,470.5722,1,1,2,1,1
15011,56,13,242.4769,1,1,1,1,1
15011,56,13,357.0429,2,1,2,1,1
15011,56,14,361.0112,1,1,1,1,1
15012,56,9,304.5133,2,2,2,2,2
15012,56,13,602.4404,1,2,2,1,1
15011,56,14,328.5202,1,1,1,1,1
16011,56,15,343.7318,1,2,1,1,1
15011,56,2,332.7506,1,1,1,1,1
15011,56,12,363.6194,1,2,1,1,1
15011,56,10,328.5202,2,2,1,1,1
15011,56,13,310.4179,1,2,2,1,1
16011,56,15,317.6318,1,2,1,1,1
15111,2,12,606.033,1,1,2,1,1
16111,2,12,825.9071,2,2,2,2,2
16111,2,7,673.1062,2,2,2,2,2
15111,4,16,4283.0689,1,2,1,1,1
16111,4,16,3734.2153,1,2,1,1,1
16111,4,14,4172.7622,2,1,2,1,1
16111,4,15,3557.064,1,1,2,1,1
16111,5,11,1233.2081,1,2,1,1,1
15111,5,13,1969.5329,1,1,1,1,1
15111,5,14,1267.512,2,1,1,1,1
16111,5,1,1583.3065,1,2,2,1,2
15111,5,4,1323.2393,2,2,2,1,1
16111,5,13,1546.421,1,1,2,1,1
16111,5,14,1526.6905,1,2,1,1,1
15111,5,1,1349.9846,1,2,2,1,1
16111,5,12,1527.7843,2,2,2,1,1
15111,5,14,1507.5459,2,2,1,1,1
15111,5,10,1677.8103,2,2,2,2,2
16111,5,16,1191.8678,1,2,1,1,1
16111,5,12,1904.4745,1,2,1,1,1
16111,5,9,4072.5205,1,1,2,1,1
16111,5,12,1278.1978,1,2,1,1,1
16111,5,1,1405.1545,2,1,2,1,1
16111,5,10,1547.3208,1,2,1,1,1
15111,15,16,1167.3408,1,2,2,1,1
15111,15,15,968.6556,1,2,2,1,1
15112,15,14,973.7599,1,2,1,1,1
15111,15,14,819.1256,2,1,1,1,1
15112,15,12,818.2884,1,2,1,1,1
15111,15,10,986.9151,1,2,1,1,1
16111,15,15,802.0109,1,2,2,1,1
16111,15,16,885.0032,2,2,2,2,1
16111,15,16,819.3381,1,2,1,1,1
16111,15,10,1032.7423,1,1,2,1,1
16111,15,13,636.1053,1,2,1,1,1
16111,15,13,953.9113,1,2,2,2,2
15111,16,9,1322.7785,2,2,2,1,1
15111,16,11,984.3965,2,2,2,1,1
16111,16,14,1514.9875,1,1,1,1,1
16111,16,15,1287.5048,1,2,2,1,1
16111,16,11,946.5368,1,2,1,1,1
15111,16,13,1077.1442,2,2,2,2,2
15111,16,14,934.1695,2,1,2,2,1
15111,16,14,1243.8493,1,2,2,1,1
15111,16,13,1030.5342,1,2,2,1,1
16111,16,15,1071.347,1,1,1,1,1
15111,18,15,4287.2857,1,1,2,1,1
16111,20,14,2509.3082,1,2,2,1,1
15111,20,7,2105.4877,1,1,2,1,1
16111,29,15,3943.3131,1,2,2,1,1
15111,29,16,3463.3564,1,2,2,1,1
16111,30,13,787.6842,1,1,1,1,1
15111,30,11,568.7324,1,2,2,1,1
16111,30,14,539.8696,1,2,1,1,1
16111,30,14,408.8347,2,2,2,2,2
15111,30,11,850.801,1,2,1,1,1
16111,30,13,527.7532,1,1,1,1,1
16111,30,16,470.8938,1,1,1,1,1
15111,30,15,826.4983,1,1,2,1,1
16111,30,11,507.0779,2,2,1,1,1
15111,30,13,545.7378,2,2,2,2,2
16111,30,13,626.9885,1,1,1,1,1
15111,30,16,570.604,1,1,2,1,1
15111,30,16,690.9218,2,2,2,2,2
16111,30,14,632.9305,2,2,2,1,1
15111,31,7,1656.3499,2,2,2,1,2
15111,31,11,1677.0636,2,2,2,1,2
15111,31,15,1805.0433,1,1,2,1,1
15112,31,1,1411.6423,2,2,2,1,1
15111,31,15,1867.1913,1,1,2,1,1
15111,31,8,1182.5929,1,1,2,1,1
16111,31,16,1683.2127,1,1,1,1,1
15112,31,11,1547.8415,1,2,2,1,1
15111,32,14,1803.4733,1,2,2,1,1
16111,32,11,3359.8566,1,1,2,1,1
15111,32,16,2578.3891,1,2,2,1,1
15111,32,14,2869.7755,1,1,1,1,1
15111,32,12,2527.352,1,2,2,1,1
16111,32,11,2048.935,2,2,2,2,2
16111,32,4,2963.506,2,1,2,1,1
15111,35,13,1247.4707,1,2,2,1,1
15111,35,10,1283.505,1,2,1,1,1
15111,35,7,1863.6696,2,2,2,1,1
15111,35,13,1470.362,1,2,1,1,1
15111,35,7,1420.0874,2,2,2,2,2
15111,35,12,1586.5338,1,1,2,1,1
16111,35,15,1580.3756,1,1,2,1,1
15111,35,7,1218.1812,2,2,2,1,1
15111,35,15,1944.2317,2,2,2,1,1
16111,35,16,1091.253,1,2,1,1,1
16111,35,14,1412.5231,1,1,2,1,1
16111,35,16,1203.6347,1,1,1,1,1
16111,35,13,1002.3638,1,1,1,1,1
16111,38,7,534.5047,2,1,1,1,1
15111,38,12,506.57,1,2,1,1,1
16111,38,15,492.2337,1,2,1,1,1
16111,38,15,486.5347,1,1,1,1,1
15111,38,6,622.846,1,2,2,2,2
16111,38,11,659.6398,1,2,2,1,1
16111,38,13,509.5954,1,2,1,1,1
16111,38,13,321.5062,1,2,2,1,1
16111,38,16,508.0359,2,2,2,2,2
15111,38,15,518.3307,1,2,1,1,1
15111,38,15,614.5602,1,2,2,1,1
15111,38,15,657.8193,1,2,2,1,1
15111,38,14,405.8256,2,2,2,1,1
15111,38,15,1159.8264,1,2,1,1,1
15111,38,16,474.4904,1,1,1,1,1
16111,38,16,514.3483,1,1,2,1,1
15112,40,12,3105.0778,1,2,2,1,1
16111,40,5,1637.3896,1,1,1,1,1
15111,40,10,2400.6104,2,1,1,1,1
16111,40,5,1880.026,2,2,2,1,2
16111,40,6,7640.6189,1,2,1,1,1
16111,40,11,2483.191,2,1,2,1,1
16111,40,12,2955.3832,2,2,2,1,1
16111,40,9,4836.8549,1,1,2,1,1
16111,40,10,2158.651,1,2,2,1,1
16111,40,9,2519.6934,1,1,1,1,1
15111,41,3,2717.3024,1,2,1,1,1
15111,41,15,2508.677,1,1,2,1,1
15111,41,9,2664.9787,1,1,2,1,1
16111,41,15,2566.0736,1,2,1,1,1
15112,41,13,2594.0792,1,2,2,2,1
15111,41,12,2035.916,1,1,1,1,1
15111,41,10,2639.5562,1,2,1,1,1
16111,41,10,1936.4427,1,2,1,1,1
15111,41,15,2684.2035,2,2,2,1,1
15112,41,9,2134.8814,1,1,2,1,1
16111,41,16,2378.9411,2,1,1,1,1
15111,41,16,2763.4962,1,2,1,1,1
15112,53,16,3826.8376,1,2,1,1,1
16111,53,16,8594.6805,1,2,2,1,1
16111,53,15,3349.3799,1,2,1,1,1
16111,53,11,2802.6019,1,1,2,1,1
16111,56,11,332.8436,2,2,2,2,2
15111,56,15,302.9399,2,2,2,2,2
15111,56,8,432.0356,2,2,1,1,1
15111,56,11,357.4261,2,1,2,1,1
16111,56,13,437.0493,2,2,2,2,2
16111,56,11,265.1951,2,2,1,1,1
15112,56,14,348.9936,1,2,1,1,1
15111,56,11,414.9624,1,2,1,1,1
15111,56,15,430.3375,1,2,1,1,1
15111,56,15,463.4999,2,2,2,1,1
15111,56,16,257.9562,2,1,2,1,1
15112,56,12,288.4205,1,2,1,1,1
16111,56,14,302.538,1,2,1,1,1
16111,56,13,353.0948,1,2,1,1,1
15112,56,13,504.6538,1,2,1,1,1
15111,56,14,311.0522,2,1,2,2,2
16111,56,8,253.0491,2,2,2,1,2
15111,56,9,259.3769,2,2,2,1,1
16111,56,7,399.2764,2,2,1,1,1
15011,1,15,1640.0442,1,2,1,1,1
15011,1,14,2434.4266,2,2,2,1,1
15011,1,10,1483.0477,1,1,2,2,1
16011,1,11,2264.5607,1,2,2,1,1
16011,1,12,1653.4678,2,2,2,2,2
16011,1,6,2339.81,2,2,2,1,2
15011,1,6,3151.3858,2,2,2,1,1
15011,1,9,1513.8475,1,2,1,1,1
16011,1,8,3680.7842,2,2,1,1,1
16011,1,3,3684.3114,1,1,1,1,1
15011,1,8,1539.449,2,2,2,1,1
15011,1,10,4428.5774,2,2,1,1,1
16011,1,16,1871.7099,1,1,1,1,1
16011,1,16,1770.3225,1,2,1,1,1
16011,1,15,1661.6434,2,2,2,2,2
15011,1,15,1784.299,1,1,1,1,1
16011,1,16,1641.4999,1,1,1,1,1
15011,1,15,1580.3031,1,2,2,1,1
15011,1,12,2256.0379,2,2,2,2,2
15012,1,10,2313.1752,2,1,2,1,1
16011,1,11,3817.6189,1,2,2,1,1
16011,1,15,2405.0102,1,2,1,1,1
15011,1,6,1873.5048,1,2,1,1,1
15011,1,12,3676.8915,1,2,1,1,1
16011,1,14,3514.4689,1,2,2,1,1
16011,1,16,2241.6311,1,2,2,1,1
16011,1,16,1707.2678,2,1,1,1,1
16011,1,13,6851.3276,2,2,1,2,1
15011,9,16,3797.1997,1,2,1,1,1
15012,9,14,2646.6419,2,2,2,2,2
16011,9,16,2086.7806,2,2,2,2,2
16011,9,15,2697.4952,1,2,2,1,1
16011,9,1,4292.2945,2,2,2,1,2
15011,9,16,4359.4,1,2,2,1,1
15011,9,14,2313.5049,1,2,2,1,1
15011,9,16,4103.2636,1,2,2,1,1
15011,9,16,2922.9142,2,2,2,2,2
15011,9,9,6316.6009,2,2,1,1,1
16011,9,16,2376.2648,2,2,2,2,2
16011,9,16,3193.3882,1,1,1,1,1
16011,9,15,6950.147,1,2,1,1,1
16011,9,8,2905.7367,1,1,2,1,1
16011,9,12,3497.642,1,2,1,2,1
15011,9,4,3183.7606,1,2,1,1,1
15011,9,15,3332.8391,1,2,2,1,1
15011,9,16,2745.9755,2,2,2,2,2
15011,9,13,4219.0253,2,2,1,1,1
15011,9,8,2745.8685,2,2,2,1,1
16011,9,16,2957.9594,2,2,2,2,2
16011,9,16,4207.6363,1,2,1,2,1
16011,9,16,2915.8492,2,2,2,2,2
16011,9,16,2086.7806,2,2,1,2,1
16011,9,16,2746.1645,1,2,1,1,1
16011,9,15,2529.9053,2,2,1,1,2
16011,9,7,3088.8271,2,2,1,1,1
16011,9,12,2599.3462,1,2,1,1,1
16011,9,13,3798.7509,1,2,1,1,1
15011,9,16,2963.6282,1,2,1,1,1
15011,9,15,3138.327,1,2,2,1,1
15011,9,16,3794.7707,1,2,2,1,1
15011,10,13,723.1052,1,1,1,1,1
16011,10,16,655.9326,2,2,1,2,1
15011,10,16,875.7595,1,2,1,1,1
15011,10,16,886.4025,1,2,2,1,1
15011,10,10,1114.5633,1,2,1,1,1
15011,10,13,865.215,2,2,1,1,1
15011,10,6,654.0376,2,1,1,2,2
16011,10,15,603.9931,1,2,2,1,1
16011,10,15,775.676,1,1,1,1,1
16011,10,14,692.9502,1,2,1,1,1
16011,10,16,988.4414,2,2,2,2,2
16011,10,11,934.2851,2,2,2,1,1
16011,10,11,927.4606,2,2,1,1,1
15011,10,15,767.1935,1,1,1,1,1
15011,10,14,1041.1734,1,1,2,1,1
15011,10,14,966.0491,1,2,2,1,1
15011,10,14,668.2622,1,2,1,1,1
15011,10,15,848.4406,1,1,1,1,1
15011,10,14,1111.2497,1,2,2,1,2
16011,10,13,935.0086,1,2,1,1,1
16011,10,14,694.1855,1,2,1,1,1
16011,10,11,940.8113,2,1,2,1,1
16011,10,16,1021.9635,1,2,1,1,1
15011,11,16,333.7451,2,2,2,2,2
15012,11,16,509.6324,2,2,2,2,2
15011,11,16,348.0232,1,2,2,1,1
15011,11,16,397.288,1,1,1,1,1
15011,11,16,392.125,1,2,1,1,1
15011,11,16,415.8059,1,2,2,1,1
15011,11,15,415.8059,1,2,2,1,1
15011,11,8,497.3547,2,2,2,2,1
15011,11,16,441.3774,1,2,1,1,1
15011,11,16,522.7938,1,2,1,1,1
15011,11,9,340.5941,2,2,2,1,1
15011,11,7,594.6032,2,2,2,1,1
15011,11,16,396.3916,1,2,1,1,1
16011,11,15,967.0912,1,2,1,1,1
16011,11,16,430.995,1,2,1,1,1
16011,11,16,380.0039,1,2,1,1,1
16011,11,16,347.0346,2,2,2,2,2
16011,11,16,450.3285,1,2,1,1,1
16011,11,14,728.4082,1,2,1,1,1
16011,11,16,440.9698,1,1,2,1,1
16012,11,14,389.2977,1,2,1,1,1
16011,11,12,631.7982,2,2,2,2,2
16011,11,12,732.5307,1,2,2,1,1
16011,11,16,631.7982,1,1,1,1,1
16011,11,10,1359.2687,1,1,2,2,1
16011,11,13,639.1739,1,2,2,1,1
16011,11,16,318.1631,1,2,2,1,1
16011,11,16,619.7746,1,2,2,1,1
16011,11,16,540.9938,1,2,2,1,1
16011,11,8,318.1631,1,1,2,1,1
16011,11,16,378.7428,1,1,2,1,1
16011,11,16,599.1195,1,2,1,1,1
16011,11,16,542.2878,1,2,2,1,1
16011,11,16,441.8633,1,1,2,1,1
16011,11,13,407.3391,1,1,2,1,1
15011,12,11,4141.6601,1,1,2,1,1
15011,12,14,3770.0516,1,2,2,1,1
15011,12,9,3414.5264,2,1,1,2,2
16011,12,16,4664.9769,1,2,2,2,2
16011,12,10,4611.629,1,1,1,1,1
16011,12,13,4862.3728,2,1,2,1,1
16011,12,14,3743.8673,1,1,2,1,1
15011,12,14,7163.8657,1,2,1,1,1
15012,12,15,4490.9978,1,2,2,2,2
15011,12,14,3710.7934,1,2,2,2,2
15011,12,5,5792.4563,1,2,1,1,1
15011,12,14,4015.9539,1,2,2,2,2
15011,12,15,5882.9116,1,2,1,1,1
16011,12,16,4680.8461,1,1,2,1,1
16011,12,15,4813.7691,1,1,1,1,1
16011,12,15,4417.7454,1,2,2,1,1
16011,12,14,6552.7123,1,1,2,1,1
16011,12,13,5462.7855,1,2,2,1,1
16011,12,14,6541.2968,1,2,1,1,1
16011,12,11,4919.8495,1,2,1,1,1
16011,12,12,3926.6376,1,2,1,1,1
15011,12,14,5172.8057,1,2,1,1,1
16011,12,16,4456.8832,1,2,1,1,1
16011,12,15,8880.7381,1,2,2,1,1
16011,12,15,5110.1087,1,2,2,1,1
15011,12,9,4765.3968,1,1,1,1,1
15011,12,8,4596.5746,1,2,1,1,1
15012,12,14,5141.2929,2,1,2,1,1
15011,12,15,5244.9185,1,1,1,1,1
15011,12,15,6119.0052,1,1,1,1,1
16011,12,6,5468.732,1,2,2,1,1
16011,12,12,10668.3347,1,2,1,1,1
16011,12,14,5988.4155,1,2,2,1,1
16011,12,10,8940.6272,1,2,2,1,1
16011,12,1,13744.5239,1,2,2,1,1
16011,12,11,7140.8903,2,2,2,2,2
16011,12,13,5426.1585,2,2,2,2,2
15011,12,16,5006.2173,2,1,2,1,1
15011,12,16,5433.4372,1,1,1,1,1
15011,12,13,4248.9812,1,1,1,1,1
16011,12,16,4134.9348,1,1,1,1,1
16011,12,15,4426.558,1,2,1,1,1
16011,12,6,4090.316,2,2,2,1,1
16011,12,11,5160.3509,1,2,1,1,1
15011,12,13,5177.0637,2,2,2,2,2
15011,12,13,3369.7304,2,1,1,2,2
15011,12,15,3969.8156,2,1,2,1,1
16011,12,11,3362.9228,1,1,2,1,1
15011,12,14,7392.2498,1,2,2,1,1
15011,12,10,3417.07,1,2,1,1,1
15011,12,6,4859.5266,2,2,2,1,1
15011,12,5,5360.7919,2,2,2,1,2
16011,12,7,5763.0129,1,2,1,1,1
16011,12,14,4973.7142,1,1,2,1,2
16011,12,1,4449.4527,1,2,1,1,1
16011,12,15,4680.2708,2,2,2,2,2
16011,12,11,4552.6055,1,2,2,2,2
15011,12,14,9166.4113,1,2,1,1,1
15011,12,9,4596.6024,2,2,2,1,2
15011,12,12,5056.8674,2,1,2,1,1
16011,12,16,4291.8539,1,1,2,1,1
15011,12,16,3933.2547,1,2,2,2,2
15011,12,14,4446.2597,1,2,2,1,1
15012,12,12,6681.7465,1,2,2,1,1
16011,12,12,3075.1857,1,2,2,2,2
15011,12,14,4228.1669,1,1,1,1,1
16011,12,15,4193.2867,2,2,2,2,2
16011,12,15,3664.4288,1,2,1,1,1
16011,12,11,7609.7017,2,2,1,1,1
16011,12,7,5288.0178,2,1,2,1,1
15011,12,16,4242.0262,2,2,2,2,2
16011,12,10,4684.5164,2,2,2,1,1
16011,12,15,4569.5331,1,2,2,1,1
15011,12,11,5657.1341,2,2,1,1,1
15011,12,10,5177.7773,1,2,2,2,1
15013,12,2,3870.8044,1,2,1,1,1
15011,12,12,4396.8417,1,2,2,1,2
15011,12,15,5900.0357,2,2,2,2,2
16011,12,11,5354.3817,1,1,2,1,1
16011,12,13,4162.6786,1,2,1,1,1
16011,12,8,4162.6786,2,2,2,1,1
16011,12,14,5793.929,1,2,1,1,1
15011,12,13,3385.2555,1,2,1,1,1
15011,12,12,6116.0347,2,1,2,1,1
15011,12,14,6166.3279,2,2,1,1,1
15011,12,14,4170.0335,1,1,1,1,1
15011,12,9,7434.611,1,2,2,1,1
16011,12,14,3380.2846,1,2,2,2,2
16011,12,16,3889.9444,1,1,1,1,1
16011,12,15,4533.418,1,2,1,1,1
16011,12,10,5011.7751,2,1,2,1,1
15012,12,8,3435.6806,2,2,2,2,2
16011,12,9,5089.4008,1,2,1,1,1
15011,12,16,4694.5129,1,2,1,1,1
15011,12,7,5156.0835,1,2,2,1,1
15011,12,13,4498.5082,2,2,2,1,1
16011,12,11,5784.1839,1,2,1,1,1
16011,12,16,4969.2509,1,1,1,1,1
16011,12,16,4426.4117,1,1,1,1,2
16011,12,14,3650.9616,2,2,2,1,1
16011,12,14,5388.3309,1,1,1,1,1
16011,12,15,4306.5352,1,1,2,1,1
16011,12,7,5521.227,1,1,2,1,1
15011,12,15,4549.2881,1,1,1,1,1
15011,12,16,4614.0323,2,1,1,1,1
15011,12,9,5022.3251,1,2,1,1,1
15011,12,14,3702.3193,2,2,2,1,2
15011,12,14,3905.7093,2,2,2,1,2
15011,12,16,4106.238,1,2,2,1,1
16011,12,16,4925.5854,2,2,2,1,2
16011,12,12,4156.7554,1,1,1,1,1
16011,12,11,4473.9891,2,2,2,2,2
16011,12,8,5505.9477,1,1,2,1,1
16011,12,16,4411.4659,1,1,2,1,1
15012,12,3,4509.2414,2,2,2,2,2
15012,12,4,4720.1671,1,2,1,1,1
16011,12,9,4599.2339,1,2,1,1,1
16011,12,8,3642.7215,1,2,2,1,1
16011,12,10,5531.1127,1,2,2,1,1
15011,12,9,4779.9789,1,2,2,1,1
16011,12,1,3409.8794,2,2,2,1,2
15011,12,15,6562.7274,1,2,1,1,1
16011,12,16,4959.2417,1,2,1,1,1
16011,12,16,3658.6893,2,2,2,1,2
16011,12,16,4406.9767,2,2,2,1,2
15011,12,13,3900.6762,2,2,2,2,2
15011,12,14,3598.021,2,2,2,2,2
15011,12,11,3256.7296,2,2,2,2,2
15011,12,8,4808.9449,2,2,2,2,2
16011,12,15,3942.2379,1,2,1,1,1
16011,12,11,5106.8254,1,2,1,1,1
15011,12,15,4947.2411,1,2,2,1,1
15011,12,13,6432.6218,1,2,2,1,1
15011,12,8,3771.0615,1,2,1,1,1
16011,12,14,3872.65,2,2,2,1,2
16011,13,16,4400.1909,2,2,1,1,1
15011,13,7,4483.4055,2,2,2,1,1
15011,13,7,5384.4082,2,2,2,1,2
15011,13,15,3979.1291,1,2,1,1,1
16011,13,12,3371.0328,2,2,2,2,2
15013,13,12,4519.0561,2,2,1,1,1
15011,13,7,5841.2059,2,2,2,1,1
16011,13,14,5556.3169,1,2,1,1,1
16011,13,16,4567.743,1,2,1,1,1
15011,13,13,4545.6513,1,1,1,1,1
16011,13,5,4737.0367,2,2,2,2,1
15011,13,16,5288.7307,1,1,2,1,1
15011,13,16,6100.9809,2,2,2,2,2
16011,13,15,7091.5008,1,2,1,1,1
16011,13,13,7081.2507,1,2,2,1,1
16011,13,4,7787.2065,1,2,2,1,1
16011,13,13,7109.2044,1,1,2,1,1
16011,13,16,6673.1281,1,1,1,1,1
15012,13,9,6037.1387,1,2,1,1,1
15011,13,16,3600.4792,2,2,2,2,2
16011,13,13,6273.5627,1,2,2,1,1
16011,13,16,4574.4492,1,2,1,1,1
15011,13,15,4878.6424,1,1,2,1,1
15011,13,8,5333.5533,1,2,1,1,1
15011,13,7,6153.1,1,2,2,2,1
16011,13,9,7787.2065,1,1,1,2,1
16011,13,15,8409.5251,1,1,1,1,1
16011,13,16,7804.9027,2,2,2,1,1
16011,13,15,6312.8546,2,2,2,2,2
16011,13,13,5007.4828,1,1,1,1,1
15011,13,8,4324.28,1,2,2,2,1
15011,13,16,6308.3292,1,2,1,1,1
16011,13,16,4867.0095,1,2,1,1,1
16011,13,16,4518.6685,1,2,1,1,1
16011,13,16,5254.2695,1,1,2,1,1
15011,13,15,7262.726,2,2,1,1,1
16011,13,16,6586.8288,1,2,1,1,1
16011,13,12,3860.2597,2,2,1,1,1
15011,13,9,5333.5533,1,2,2,2,1
15011,13,4,4675.1013,2,2,2,2,2
