hrhhid2,gestfips,prtage,pesex,peeduca,hefaminc,pemlr,ptdtrace,pwprmwgt,pelaptop,pemphone,peinhome,peemail,pefinanc,peegovts,peedtrai
16011,27,57,1,43,16,1,1,8264.8615,1,1,1,1,1,1,2
16011,27,28,1,39,10,1,1,11737.2242,1,1,1,1,1,1,1
16011,27,44,1,43,16,1,1,10311.1264,2,1,1,1,1,1,1
16011,27,45,1,43,15,1,1,6469.9837,1,1,1,1,1,1,2
16011,27,35,1,43,15,1,1,9618.2415,1,1,1,1,1,1,2
15011,27,58,2,44,14,1,1,6790.7456,1,1,1,1,1,2,2
16011,27,48,2,39,14,1,1,8315.5945,2,1,1,1,1,2,1
15011,27,74,2,39,9,5,1,5111.0217,2,1,1,1,1,2,2
15011,27,70,2,43,5,1,1,5111.0217,1,1,1,1,1,2,2
15011,27,46,2,46,16,1,1,7612.8898,1,1,1,1,2,1,2
16011,28,50,2,39,14,1,1,3075.3602,1,1,1,1,1,1,2
15011,28,28,2,43,14,1,1,4720.8608,1,1,1,1,1,2,2
15011,28,58,2,39,14,1,1,2258.5394,2,2,1,1,1,2,2
15011,28,78,2,37,4,5,2,1785.7633,2,2,1,1,2,2,2
15011,28,25,2,38,4,1,2,3197.7871,2,1,1,1,1,2,2
15011,28,17,1,37,13,7,1,4857.1431,1,1,1,1,1,2,2
15011,28,71,1,43,13,5,1,2100.1104,1,1,1,1,1,2,2
15011,29,59,2,40,15,1,1,7727.2613,2,1,1,1,2,2,2
16011,29,63,1,44,13,5,1,6002.5871,2,1,1,1,1,2,2
16011,29,15,2,34,16,7,1,15609.7374,1,1,1,1,2,2,2
16011,29,74,2,39,11,5,2,5844.3745,2,1,1,1,2,2,2
15011,30,29,1,43,16,1,1,1430.4816,1,1,1,1,1,2,1
16012,30,57,2,42,13,1,1,937.0213,1,1,1,1,1,2,2
15011,30,85,1,46,15,5,1,705.0057,1,2,1,1,2,2,2
15011,30,62,1,43,8,5,1,1065.8116,1,1,1,1,1,2,2
15011,30,35,1,40,15,1,1,1518.1986,1,1,1,1,1,2,2
16011,31,33,2,43,12,1,1,2136.5946,1,1,1,1,1,1,2
15011,31,44,2,33,11,1,1,3806.473,2,1,1,1,1,2,2
15011,32,49,2,44,16,1,1,4924.7068,2,1,1,1,1,2,2
15011,32,63,1,35,11,1,1,4977.5885,2,1,1,1,1,1,2
16011,32,79,1,40,16,5,1,3124.7826,2,1,1,1,1,2,2
16011,32,61,1,42,16,1,1,4698.9167,1,1,1,1,1,1,1
16011,32,29,1,44,12,1,1,4011.6607,1,1,1,1,1,1,1
15011,32,59,2,39,12,7,1,4177.4952,2,1,1,1,2,2,2
15011,32,66,2,39,12,1,3,3997.4593,2,1,1,1,1,1,2
15011,33,58,2,43,15,1,1,1665.9443,1,1,1,1,1,2,2
16011,33,58,1,46,16,1,1,1766.2345,1,1,1,1,2,2,1
16011,33,35,2,43,16,2,1,2836.8893,1,1,1,1,1,2,1
16011,33,64,2,43,12,1,1,1543.9293,1,1,1,1,1,2,2
15011,33,33,1,44,15,1,1,2107.4422,1,1,1,1,1,2,1
16011,34,76,2,40,7,5,1,5165.0331,1,2,1,1,1,1,2
15011,34,31,2,33,4,7,1,8204.7896,1,1,1,1,1,1,2
15011,34,63,1,43,16,1,1,10212.6185,1,1,1,1,1,2,2
16011,34,64,1,43,16,1,1,7501.666,1,1,1,1,1,2,2
16011,34,28,1,42,14,1,1,9550.2689,1,1,1,1,1,2,1
15011,34,61,2,44,15,1,1,7537.9886,2,2,1,1,1,2,2
15011,34,56,1,43,15,1,1,7282.8019,1,1,1,1,1,1,2
15011,34,55,1,44,16,1,4,8937.1617,1,1,1,1,1,2,2
16011,34,76,1,43,12,5,1,6108.4362,1,1,1,1,1,1,2
16011,34,35,2,39,13,1,1,12455.7869,2,1,1,1,1,2,1
15011,34,42,2,39,12,1,1,7666.1096,1,1,1,1,1,1,2
15011,35,78,2,43,13,5,1,1302.769,2,1,2,1,2,1,2
16011,35,49,1,40,12,1,1,2609.2738,1,1,1,1,1,1,1
16011,35,42,2,40,15,4,1,2510.3881,1,1,1,1,1,1,2
15011,36,43,1,43,16,1,1,9871.1776,1,1,1,1,1,2,1
15011,36,34,1,43,16,1,1,9142.7363,1,1,1,1,1,1,2
16011,36,78,1,40,11,5,4,9636.5665,2,1,1,2,2,2,2
15011,36,63,2,39,12,1,1,8007.6041,1,1,1,1,1,2,2
16011,36,63,1,38,10,1,2,9972.171,2,2,2,1,1,1,2
16011,36,46,1,43,16,4,4,12266.352,1,1,1,1,1,1,2
16011,36,18,1,39,16,7,4,17826.9763,2,1,1,1,2,2,2
15011,36,20,1,40,9,1,2,22845.416,2,1,1,1,1,2,1
15011,36,20,1,41,14,1,1,22879.1759,1,1,1,1,2,2,2
15011,36,25,1,43,16,7,4,11506.6276,2,1,1,1,1,1,1
16011,36,51,1,35,13,1,4,9317.4759,2,2,2,1,1,1,2
15011,36,17,1,37,6,7,1,17178.9033,1,1,1,2,2,2,2
16011,36,63,2,43,13,1,1,6781.3917,1,1,1,1,1,1,2
16011,36,68,1,43,16,1,1,6329.9899,2,1,1,1,1,1,2
16011,36,63,1,43,16,2,1,7971.9516,1,1,1,1,1,2,1
16011,36,26,2,43,13,1,1,9045.4124,1,1,1,1,1,2,2
15011,36,24,1,43,16,1,4,19114.3249,1,1,1,1,2,2,2
15011,36,64,2,39,12,1,1,7759.2412,2,1,1,1,2,2,2
15011,36,33,2,39,8,1,1,11805.6108,1,1,1,1,1,1,2
15011,37,26,1,38,10,1,1,8380.1793,1,1,1,1,2,2,2
15011,37,47,1,43,15,1,2,8041.1113,2,1,1,1,2,2,2
15011,37,70,2,40,15,5,1,4197.8156,1,1,1,1,1,2,2
16011,37,52,2,42,15,6,1,9691.2027,2,1,1,1,1,2,2
16011,37,25,2,43,13,1,1,7841.6172,1,1,1,1,1,1,2
15011,37,74,2,41,11,5,1,4206.1191,1,1,1,1,2,2,2
16011,37,63,2,36,12,1,1,4863.1552,2,1,2,1,2,2,2
15011,37,44,1,39,14,1,1,6099.3911,2,1,1,1,1,2,2
15011,37,73,1,43,16,5,1,6393.839,2,1,1,1,1,1,2
16011,37,43,2,39,14,1,1,8075.9178,1,1,1,1,1,1,2
15011,37,69,1,40,14,5,1,4631.1858,2,1,1,1,1,1,2
15011,38,25,1,42,11,1,1,986.9513,1,1,1,1,1,1,2
15011,38,74,1,39,5,7,1,661.4749,1,1,1,1,1,1,1
15011,38,35,1,39,15,1,4,1155.2136,1,1,1,1,1,1,1
15011,39,80,1,40,10,5,1,6512.8067,1,2,1,1,2,2,2
15011,39,30,2,43,6,1,2,12762.5738,1,1,1,1,1,1,1
16011,39,59,1,44,16,1,1,6102.1657,1,1,1,1,1,1,2
15011,39,52,2,44,15,1,8,9591.9749,1,1,1,1,1,2,1
16011,39,47,2,42,16,1,1,7770.6715,1,1,2,1,1,1,1
16011,39,31,1,39,12,1,1,8519.8842,2,1,1,1,1,2,2
15011,39,78,1,43,3,5,1,4825.503,1,1,1,1,1,1,2
16011,40,80,2,39,11,5,1,2820.7345,2,1,2,1,2,2,2
16011,41,80,1,46,16,5,1,3414.1669,2,2,1,1,2,2,2
15011,41,33,1,43,13,1,1,4452.0348,2,1,1,1,1,2,2
15011,41,47,1,37,16,1,1,5045.0423,2,1,1,1,1,2,2
15011,41,41,2,43,15,1,1,5519.6131,1,1,1,1,1,1,1
16011,41,30,1,39,12,1,1,4411.9085,2,1,1,1,1,2,2
15011,42,27,2,43,14,1,1,9480.2618,1,1,1,1,1,2,1
16011,42,30,2,43,15,7,1,8640.9131,1,1,1,1,1,1,1
16011,42,56,2,43,16,1,1,7607.0447,1,1,1,1,1,2,2
16011,42,58,1,41,13,6,1,7421.9417,1,1,1,1,1,1,2
16011,42,37,2,44,15,1,1,7317.6137,1,1,1,1,1,2,1
16011,42,55,2,43,16,1,1,8488.3303,1,1,1,1,1,1,1
16011,42,53,2,43,16,1,1,7792.0218,2,1,1,1,1,1,2
15011,42,36,2,44,14,1,2,9825.548,1,1,1,1,1,1,2
16011,42,80,2,39,8,5,1,5362.3838,1,1,1,1,1,2,2
16011,42,85,2,43,11,5,1,5779.4137,1,1,1,1,1,1,2
16011,42,32,1,43,11,1,1,10459.0216,1,1,1,1,1,1,2
16011,42,80,2,40,7,5,1,6432.3148,1,1,1,1,1,1,2
16011,42,25,1,43,3,7,1,13252.0342,1,1,1,1,1,1,1
15011,44,41,1,39,13,7,1,2789.6624,2,1,1,1,1,2,2
16011,44,16,2,36,16,7,1,5117.2185,1,1,1,2,2,2,2
16011,44,22,2,40,14,7,1,3889.3799,1,1,1,1,1,2,1
15011,45,77,1,41,6,5,1,4447.8778,1,2,1,1,1,2,2
16011,45,46,1,43,16,1,1,7128.4391,2,1,1,1,1,2,2
15011,45,27,2,39,14,6,1,5798.6171,2,1,1,1,1,2,2
15011,45,85,2,39,5,5,1,3804.7275,2,1,1,1,1,2,1
16011,45,28,2,44,16,1,1,5676.2097,2,1,2,1,1,1,2
15012,46,36,2,46,16,1,1,1091.3208,1,1,1,1,1,2,1
16011,46,62,1,42,16,1,1,1199.4214,1,1,1,1,1,1,2
15011,47,15,2,34,15,7,6,13990.58,1,1,1,1,1,2,2
15011,47,66,1,40,15,1,2,4690.3868,1,1,1,1,1,1,1
16011,47,67,2,44,13,5,1,4967.488,2,1,1,1,1,2,2
15011,47,72,2,39,11,5,1,5229.7672,1,1,1,1,1,1,2
15011,47,33,1,40,11,2,1,6287.2397,1,1,1,1,2,2,2
16011,47,39,2,43,13,1,4,7137.1228,1,1,1,1,2,2,2
16011,47,71,2,39,12,5,1,4040.2344,2,1,1,1,1,2,2
15011,47,80,1,39,5,5,1,4471.7059,2,1,1,2,2,2,2
16011,48,66,2,43,16,1,1,6402.1616,1,1,1,1,1,1,1
16011,48,48,2,40,16,1,2,6899.2973,1,1,1,1,1,1,2
15011,48,44,2,43,15,1,2,7660.7914,1,1,1,1,1,1,2
16011,48,66,2,32,7,1,1,8904.2128,2,1,1,1,2,2,2
15011,48,37,2,42,4,1,1,12111.5635,2,1,1,1,1,2,1
16011,48,39,1,39,13,1,1,9937.2096,2,1,1,1,1,2,2
16011,48,33,2,42,11,1,1,9649.9466,2,1,1,1,1,2,1
16011,48,29,1,40,14,2,6,22163.2616,2,1,1,1,1,2,2
16011,48,35,1,43,12,1,2,7801.6775,2,1,1,1,2,2,2
15011,48,39,2,43,14,1,1,7913.4565,1,1,1,1,1,1,1
15011,49,80,1,40,14,5,1,2400.257,1,1,1,1,2,2,2
15011,49,70,2,42,8,5,1,2225.1149,1,1,1,1,1,1,2
16011,49,37,2,43,14,1,1,3526.7129,1,1,1,1,1,1,1
15012,49,27,1,40,15,7,1,3526.0088,1,1,1,1,1,1,1
16011,49,67,2,39,16,5,1,2719.2165,1,1,1,1,1,1,2
15011,49,53,1,43,14,1,1,3696.6546,1,1,1,1,1,1,1
15011,50,75,2,43,15,1,1,585.6817,1,1,1,1,1,2,1
16011,50,69,2,39,14,5,1,691.7668,1,1,1,1,1,1,2
15011,50,44,1,43,13,1,1,1216.6279,2,1,1,1,1,2,2
16011,50,39,2,41,15,1,1,1051.7151,1,1,1,1,1,1,1
15011,50,85,2,43,13,5,1,441.6777,2,2,1,1,2,2,2
15011,50,59,1,39,15,1,1,909.5825,2,1,1,1,1,2,2
15011,51,59,1,40,9,1,1,8457.487,1,1,2,1,2,2,2
16011,51,58,2,40,9,1,1,8388.0859,2,1,1,1,1,2,2
16011,51,43,2,38,11,1,1,10145.3558,2,1,2,1,2,1,2
16011,51,52,2,44,15,4,1,9157.7129,1,1,1,1,1,1,1
16011,51,35,2,44,16,1,1,10407.2199,1,1,1,1,1,2,2
16011,51,80,2,39,13,5,1,4895.6544,2,1,1,1,1,1,2
16011,51,23,2,43,11,1,2,19573.2563,1,1,1,1,1,1,1
16011,51,61,1,42,13,5,2,8174.4348,1,1,1,1,1,1,1
15011,53,29,2,39,15,3,1,7317.2347,1,1,1,1,1,2,1
15011,53,66,1,43,15,5,1,6059.4258,1,1,1,1,1,1,2
15011,53,21,1,39,10,1,1,9336.9841,2,1,1,1,1,2,1
16011,53,31,1,43,15,1,4,7115.6587,1,1,1,1,1,2,2
16011,53,38,2,44,16,7,4,5178.8003,1,1,1,1,1,2,2
16011,53,31,2,43,16,1,1,7532.7225,1,1,1,1,1,1,2
16011,53,76,2,43,10,5,1,4967.1312,1,1,1,1,1,1,2
15011,53,64,2,42,14,1,1,5300.321,2,1,1,1,1,1,2
16011,53,59,1,43,9,1,1,6675.4497,2,1,1,1,1,1,2
16011,54,64,2,44,15,5,1,1520.913,1,1,1,1,1,1,2
15011,54,78,2,44,11,5,1,1199.6529,1,1,1,1,1,2,2
15011,54,71,2,40,15,5,1,1035.7883,2,1,1,1,2,2,2
15011,54,65,2,39,14,5,1,1219.3659,2,1,1,1,1,2,2
15011,55,61,1,36,12,1,1,8231.0094,2,1,2,1,2,2,2
16011,55,20,1,40,14,7,1,20344.6596,2,1,1,1,1,2,1
16011,55,54,1,43,16,1,1,7939.2895,1,1,1,1,1,1,1
16011,55,31,1,40,14,1,1,7492.903,1,1,1,2,2,2,2
15011,55,30,1,39,7,7,1,10168.423,2,2,1,2,2,2,2
15011,55,30,1,40,6,1,1,8816.9879,1,1,1,1,1,1,2
16011,55,74,1,44,13,5,1,5458.0448,1,1,1,1,1,1,1
16011,55,70,1,43,14,1,1,4734.5422,1,1,1,1,1,1,2
15011,56,36,1,44,8,1,1,965.2384,1,1,1,1,1,2,1
15011,56,25,2,40,9,7,1,680.4356,2,1,1,1,1,2,2
15011,56,77,2,43,13,5,1,429.4735,1,2,1,1,2,2,2
16111,1,39,2,46,16,1,1,4774.5869,1,1,1,1,1,1,2
15111,1,53,1,43,16,1,2,4319.6372,1,1,1,1,1,2,2
15111,1,71,2,43,15,5,1,3214.5715,2,1,1,1,1,2,2
16111,1,65,2,41,11,5,2,2664.7054,2,1,1,1,1,2,2
16111,5,28,2,40,15,7,1,3343.5583,1,1,1,1,1,1,2
16111,5,55,1,43,16,1,1,2629.1592,1,1,1,1,1,2,1
16111,5,35,2,43,14,1,1,2707.5344,1,1,1,1,2,2,2
15111,5,63,1,46,16,1,1,2889.3479,1,1,1,1,2,2,2
15111,5,41,2,46,16,1,1,2902.0127,1,1,1,1,1,1,2
15112,5,48,1,39,15,1,1,3429.6966,1,1,1,1,1,1,2
16111,10,30,1,43,14,1,1,1871.1546,2,1,1,1,1,2,2
15111,11,29,1,43,13,2,1,844.7592,1,1,1,1,1,2,2
15111,11,61,2,46,16,1,1,848.0795,1,1,1,1,1,2,2
15111,11,27,2,44,16,1,1,1048.2697,1,1,1,1,1,2,2
15111,11,30,2,44,15,1,1,845.2421,1,1,1,1,1,2,2
15111,11,35,1,44,16,1,1,792.7967,1,1,1,1,1,1,1
15111,11,60,2,43,14,1,1,856.9562,1,1,1,1,1,2,2
15111,11,73,2,43,16,5,1,604.5498,1,1,1,1,1,2,2
15111,11,73,1,42,7,1,2,768.4778,2,1,1,1,2,2,2
16111,11,46,1,43,14,1,2,1161.5467,1,1,1,1,1,2,2
16111,11,52,2,44,16,1,1,1031.9583,1,1,1,1,2,2,2
16111,11,74,2,44,16,1,1,590.2249,1,1,1,1,1,2,2
16111,11,31,1,46,15,1,1,772.5295,1,1,1,1,1,1,2
16111,11,40,1,44,16,1,1,795.1918,1,1,1,1,1,1,2
16111,15,58,2,42,14,1,4,1221.5175,2,1,1,1,2,2,2
15111,15,37,2,45,16,7,1,1358.7279,1,1,1,1,1,1,2
16111,16,55,2,40,15,1,1,2200.3618,2,1,1,1,2,2,2
15111,16,37,2,43,14,5,1,2023.4643,1,1,1,1,1,2,2
16111,16,32,2,39,12,7,1,2249.6633,1,1,1,1,1,2,2
16111,18,29,1,39,8,1,1,8762.6986,2,1,1,1,1,1,2
16111,18,32,2,43,16,1,1,7947.4145,1,1,1,1,1,1,2
16111,18,53,1,40,14,5,2,13378.1087,2,1,1,1,1,2,2
15111,18,75,1,40,13,5,2,5671.4173,2,1,1,2,2,2,2
16111,20,39,2,43,14,1,1,4467.1157,1,1,1,1,1,2,1
16111,21,47,1,39,6,7,1,6833.051,2,1,1,1,2,1,2
16111,22,20,2,40,15,7,2,9647.0867,1,1,1,1,1,1,1
15111,22,53,1,43,16,1,1,4859.6517,1,1,1,1,1,2,1
15111,22,75,2,39,13,5,1,2335.004,2,1,1,1,2,2,2
15111,25,85,2,43,11,5,1,3835.0343,1,1,1,2,2,2,2
15111,25,23,1,43,16,1,1,10124.9546,2,1,1,1,1,2,2
15111,25,85,1,40,7,5,1,3672.5923,2,1,2,2,2,2,2
16111,28,80,2,39,13,5,1,2157.9265,2,1,1,1,1,2,2
15111,28,73,2,43,14,5,1,1731.3834,2,1,1,2,2,2,2
15111,28,62,1,39,6,6,1,2364.1064,1,1,1,1,1,1,2
16111,29,38,2,44,13,1,1,7584.651,1,1,1,1,1,1,1
15111,30,68,1,39,3,4,1,821.308,1,1,1,1,1,1,2
16111,30,64,2,42,11,5,1,892.4117,1,1,1,1,1,2,2
15112,31,28,2,42,5,7,1,2707.535,2,1,1,1,1,2,2
15111,32,46,2,44,16,1,1,4843.2166,1,1,1,1,1,2,1
16111,33,49,2,40,9,1,1,2294.4101,1,1,1,1,1,1,1
16111,33,58,1,41,14,5,1,1786.6671,1,1,1,1,1,1,2
15111,33,73,1,43,15,1,1,1194.7001,1,1,1,1,2,2,2
15111,38,39,2,43,16,1,1,869.9266,1,1,1,1,1,1,1
16111,38,64,2,41,14,1,1,854.7106,1,1,1,1,1,2,2
16111,40,33,2,40,14,1,7,5382.4814,1,1,1,1,1,2,1
15111,41,72,1,42,15,5,1,3479.8033,1,1,1,1,1,1,2
15111,41,80,1,46,16,1,1,3417.6886,1,1,1,1,1,2,1
15112,41,29,1,43,9,1,1,5101.7314,1,1,1,1,1,2,1
16111,41,18,2,39,16,7,1,11021.5947,1,1,1,1,2,2,1
16111,41,16,1,35,15,1,1,10284.2451,1,1,1,1,1,2,1
15111,44,30,2,32,4,7,1,2915.4703,1,1,1,2,2,2,2
16111,45,47,1,39,15,1,1,5307.0418,2,1,1,1,2,2,2
15111,45,66,2,41,14,1,2,3220.3619,2,1,1,1,1,2,1
15111,47,85,2,39,15,5,2,4836.0282,2,2,1,2,2,2,2
16111,47,60,2,39,13,1,1,7732.843,2,1,1,1,2,2,1
16111,50,35,2,43,13,1,1,1371.2286,1,1,1,1,1,1,1
15111,53,23,2,40,15,7,4,14488.5044,2,1,1,1,1,2,1
16111,53,50,2,45,4,1,1,10417.2341,1,1,1,1,1,1,1
15111,54,69,1,46,16,1,1,1199.0353,1,1,1,1,1,1,1
16111,54,54,1,42,10,6,1,1406.4017,1,1,1,1,1,2,2
15111,54,40,2,43,16,4,1,1970.57,1,1,1,1,1,1,2
16111,54,74,2,43,12,5,1,1143.5614,2,1,1,1,2,1,2
16111,56,37,2,44,14,1,1,737.6662,1,1,1,1,1,1,1
16111,56,78,1,44,14,5,1,440.333,1,1,1,1,1,2,1
15011,2,49,1,43,14,1,1,1382.237,1,1,1,1,1,1,2
15011,2,15,2,35,14,7,1,1287.9929,1,1,1,1,2,2,1
15011,2,34,1,41,7,1,1,1419.0821,1,1,1,1,1,2,2
15011,2,31,2,44,15,1,3,1036.1349,1,1,1,1,1,1,2
15011,2,40,1,39,15,1,1,969.4627,1,1,1,1,1,1,1
15011,2,27,2,39,9,1,1,1059.1836,2,1,1,1,2,2,2
15011,2,37,1,39,12,1,1,937.8102,2,1,1,1,1,1,2
16011,2,21,2,38,9,1,1,2027.2328,2,1,1,1,1,1,2
16011,2,39,1,43,14,1,4,1211.8873,1,1,1,1,1,1,1
15011,2,28,2,40,11,1,1,1110.6159,1,1,1,1,1,1,1
15012,2,54,1,41,14,6,1,1349.3641,1,1,1,2,2,2,2
15013,2,24,2,39,13,1,3,2327.4169,2,1,1,1,1,2,2
15011,2,27,2,37,9,4,8,1638.0327,2,1,1,1,1,1,2
16011,2,40,2,39,14,1,1,1096.3841,1,1,1,1,1,1,2
16011,2,38,1,40,11,1,1,919.4114,1,1,1,1,1,1,1
16011,2,52,2,43,13,2,1,1505.4184,2,1,1,1,1,2,2
15011,2,15,2,35,15,7,1,1823.0213,1,1,1,1,1,1,1
15011,2,34,1,40,15,1,1,882.1642,2,1,1,1,1,1,1
15011,2,85,1,40,9,5,1,833.9233,2,1,1,1,1,1,2
15011,2,35,2,40,15,1,1,1089.2276,1,1,1,1,1,1,1
16011,2,69,1,43,13,5,1,951.0372,1,1,1,1,1,2,2
16011,2,18,1,37,16,7,1,1875.5319,1,1,1,1,1,1,1
16011,2,69,1,38,9,6,1,951.0372,2,1,1,2,2,2,2
16011,2,54,2,43,13,1,1,1272.4454,1,1,1,1,1,2,1
15011,2,47,2,43,12,1,1,1364.9978,1,2,1,1,1,2,2
15011,2,78,2,44,13,5,3,1482.9966,2,1,1,1,1,2,2
15011,2,39,1,39,15,1,1,912.6827,1,1,1,1,1,2,2
15011,2,60,1,42,13,5,4,1315.3102,2,1,1,2,1,2,2
15011,2,27,2,43,11,1,1,1143.1906,1,1,1,1,1,2,2
15011,2,50,2,39,15,1,3,1084.5132,1,1,1,1,1,1,2
15011,2,69,2,43,11,5,1,766.2412,1,1,1,2,2,2,2
16011,2,71,2,43,13,5,1,610.9846,1,1,1,1,1,1,2
16011,2,67,1,40,15,5,1,968.2299,2,2,1,1,1,1,2
16011,2,55,1,43,8,1,1,1414.4469,1,1,1,1,1,1,2
16011,2,70,1,43,13,5,1,1133.4577,1,1,1,1,1,1,2
16011,2,39,1,39,7,1,1,1280.4413,1,1,1,1,1,2,2
16011,2,33,2,39,10,7,1,973.6648,2,1,1,1,1,1,2
15012,2,75,2,43,8,1,1,764.9786,1,1,1,1,1,1,2
16011,2,50,2,40,15,1,3,1446.1022,1,1,1,1,1,2,2
16011,2,38,1,37,7,1,3,1543.3673,1,1,1,1,1,2,1
15011,2,32,1,39,15,1,3,1355.2134,1,1,1,1,2,2,2
15011,2,25,2,40,9,1,1,1143.1906,1,1,1,1,1,2,1
16011,2,70,1,44,14,5,1,809.7328,1,1,1,1,1,1,2
15011,4,23,1,40,7,1,1,26222.1126,1,1,1,1,1,1,2
16011,4,65,2,42,11,5,1,7384.8058,2,2,1,1,1,1,2
16011,4,53,2,39,1,7,3,14508.2786,2,1,1,1,2,2,2
15011,4,45,1,44,16,1,4,7925.3765,1,1,1,1,1,1,1
15011,4,72,1,44,15,5,1,6017.0575,1,1,1,1,1,1,2
15011,4,15,1,36,10,7,1,21031.021,1,2,1,2,2,2,1
15011,4,70,1,39,16,1,1,6543.8348,1,1,1,1,1,1,1
15011,4,59,2,44,16,1,1,8264.7565,1,1,1,1,1,2,1
15011,4,70,2,40,8,7,1,8518.9514,1,1,1,1,1,1,2
15011,4,30,1,40,8,1,1,14809.8143,1,1,1,1,1,2,2
15011,4,72,2,39,9,5,1,6275.0615,2,1,1,1,1,1,2
15011,4,61,2,43,14,1,1,8484.4123,1,1,1,1,1,2,2
15011,4,23,1,43,14,1,1,12871.6612,1,1,1,1,1,1,2
15011,4,60,1,43,16,1,1,6771.897,1,1,1,1,1,2,2
15011,4,68,2,43,5,5,1,7553.8706,2,1,1,1,2,2,2
15011,4,61,2,46,16,1,1,10677.8227,1,1,1,1,1,1,1
15011,4,43,2,43,13,1,1,10836.5103,1,1,1,1,1,1,1
15011,4,63,2,39,2,1,1,8100.9478,2,1,1,1,1,1,1
15012,4,25,1,39,14,1,1,13416.7961,2,1,2,1,1,2,2
15011,4,47,1,44,16,1,1,9799.9706,1,1,1,1,1,1,1
15011,4,79,1,44,13,5,1,6443.6988,1,1,1,1,1,2,2
15011,4,21,1,36,12,7,1,25677.8434,1,2,1,2,1,2,1
15011,4,76,2,42,13,5,5,8388.6817,1,1,1,1,1,1,2
15011,4,40,2,32,8,4,1,9757.9617,2,1,2,1,1,1,2
15012,4,53,2,43,13,1,1,9738.3913,1,1,1,1,1,1,2
15011,4,67,2,39,5,6,1,7292.9867,2,2,1,1,1,2,2
15011,4,62,2,39,12,2,1,9988.1945,1,1,1,1,1,1,1
16011,4,77,1,42,16,5,1,4701.0598,1,1,1,1,1,2,2
16011,4,53,1,45,16,1,1,8936.6708,1,1,1,1,1,1,2
16011,4,17,1,37,16,7,1,22710.3898,1,2,1,2,2,2,2
16011,4,77,1,44,15,5,1,6212.7919,1,1,1,1,1,2,2
16011,4,66,1,43,16,1,1,5352.1655,1,1,1,1,1,1,1
16011,4,71,2,43,16,5,1,5877.8541,1,1,1,1,1,1,2
16011,4,56,2,46,16,1,1,8116.2165,1,1,1,1,1,2,2
16011,4,49,2,40,8,4,1,9476.9068,1,1,1,1,1,2,2
16011,4,53,1,33,9,1,1,8487.9694,2,1,2,2,2,2,2
16011,4,75,1,40,1,5,1,6212.7919,2,1,1,1,1,1,2
16011,4,67,2,44,15,5,4,11093.2985,1,1,1,1,1,1,2
16011,4,31,2,39,15,1,1,9809.2881,2,1,1,1,1,1,2
16011,4,19,1,40,4,7,1,11513.1046,1,1,1,1,1,2,1
16011,4,69,2,39,10,5,1,5739.5466,2,1,1,1,1,1,2
16011,4,73,1,43,11,5,1,5704.8417,1,1,1,1,1,1,2
16011,4,48,1,40,13,1,1,8787.1284,1,1,1,1,1,2,2
16011,4,32,1,44,14,1,4,6199.6297,1,1,1,1,1,2,2
16011,4,65,2,39,4,5,1,7418.1071,2,1,1,1,1,1,2
16011,4,56,2,44,13,1,1,8406.5489,1,1,1,1,1,2,1
16011,4,46,2,39,15,1,1,9476.9068,1,1,1,1,1,1,2
16011,4,59,2,43,15,5,1,9678.0077,1,1,1,1,1,1,2
15011,4,69,2,40,7,5,2,6754.1815,2,1,1,1,1,1,2
16011,4,76,1,43,15,5,1,6362.281,1,1,1,1,1,2,2
16011,4,50,2,39,7,6,1,11216.2916,1,2,1,1,1,2,2
16011,4,85,1,42,13,5,1,8039.7391,1,1,1,1,1,1,2
16011,4,73,1,44,14,5,1,6868.0784,1,1,1,1,1,1,2
16011,4,63,1,43,15,1,1,6846.3111,1,1,1,1,1,2,1
16011,4,66,2,43,10,6,1,6570.2229,2,1,1,1,1,1,2
15011,4,48,2,33,12,1,1,8921.3058,1,1,1,1,1,2,2
15011,4,59,1,39,10,1,1,8495.7926,2,1,1,1,1,1,2
16011,4,28,1,41,16,1,1,10489.9443,1,1,1,1,1,2,2
16011,4,32,1,39,14,6,3,11969.1008,1,1,1,1,1,1,1
16011,4,80,2,39,8,5,1,5566.3293,1,2,1,1,2,2,2
15011,4,69,2,43,13,5,1,5455.0776,1,1,1,1,1,1,1
15012,4,31,2,43,3,1,1,7213.4881,2,1,2,1,1,2,1
15011,4,75,1,41,4,5,1,5668.4506,2,1,1,1,2,2,2
15011,4,59,2,40,9,1,1,7064.4863,2,1,1,1,1,2,2
16011,4,35,1,39,12,1,1,9602.1739,2,1,1,1,2,2,2
16011,4,44,2,39,9,1,1,9095.9696,1,1,1,1,1,2,1
16011,4,30,2,39,4,1,1,8267.784,2,1,1,1,1,2,1
15011,4,72,1,44,12,6,1,6978.7177,1,1,1,1,1,1,2
16011,4,63,2,39,13,1,1,7630.8816,2,2,1,1,1,1,2
16011,4,34,2,38,8,7,1,7613.021,2,1,1,1,1,1,1
15011,4,45,2,34,11,1,1,10380.4756,2,1,1,2,2,2,2
15011,4,64,2,34,6,5,1,10498.2308,2,1,1,2,2,2,2
15011,4,60,1,36,9,1,1,9515.9548,1,1,1,1,1,2,2
15012,4,24,2,39,8,1,1,17175.8112,1,1,1,1,1,2,2
16011,4,23,1,39,7,1,6,32140.874,2,1,1,1,1,2,2
