hrhhid2,gestfips,prtage,pesex,peeduca,hefaminc,pemlr,ptdtrace,pwprmwgt,pelaptop,pemphone,peinhome,peemail,pefinanc,peegovts,peedtrai
15011,40,24,1,40,16,1,3,11712.6947,1,1,1,1,1,2,2
16011,40,85,2,40,9,5,1,2826.8237,2,2,1,2,2,2,2
16011,40,79,1,43,14,5,1,2792.4317,2,1,1,2,2,2,2
16011,40,60,2,39,2,1,1,3270.5139,2,1,1,1,1,2,2
16011,40,48,1,40,15,1,1,5258.5494,1,1,1,1,1,2,2
15011,40,22,2,40,7,1,3,16871.5586,1,1,1,1,1,2,1
16011,40,44,1,39,10,1,1,5066.1616,1,1,1,2,2,2,2
16011,40,49,1,46,16,1,1,4466.8242,1,1,1,1,1,1,2
16011,40,62,1,40,15,1,1,3744.1531,1,1,1,1,1,1,2
16011,40,26,1,40,7,1,3,7584.799,1,1,1,1,1,1,2
15011,40,76,1,39,8,5,7,4772.6625,2,2,1,2,2,2,2
15011,40,68,2,43,13,5,1,2923.2589,2,1,1,2,2,2,2
15011,40,51,1,43,10,1,1,3778.7589,2,2,1,1,1,2,2
15011,40,73,2,39,12,5,1,2679.2439,2,1,1,1,1,2,2
15011,40,26,1,39,13,1,1,5279.7235,1,1,1,2,2,2,2
15011,40,74,1,42,10,5,1,3319.0107,2,1,1,2,2,2,2
15011,40,70,2,39,9,5,1,3339.03,2,1,1,2,1,2,2
16011,40,76,1,39,9,5,1,2353.3197,2,1,1,2,2,2,2
16011,40,16,1,36,7,7,1,7476.2427,2,2,2,2,2,2,2
15011,40,71,1,43,13,1,1,2660.2627,2,1,1,2,2,2,2
15011,40,85,1,42,12,5,1,2455.9926,1,1,1,1,1,2,2
15011,40,67,2,41,6,5,1,3667.5706,2,1,1,1,1,1,2
15011,40,66,1,40,11,5,1,3884.6148,1,1,1,1,1,2,1
16011,40,48,1,39,16,1,7,5397.5914,1,1,1,1,1,1,1
16011,40,49,1,40,14,1,1,4466.8242,1,1,1,1,1,2,2
16011,40,72,2,40,9,5,1,3078.1361,2,1,1,1,1,2,2
16011,40,65,1,43,12,5,1,4094.9681,1,1,1,1,2,2,2
16011,40,33,2,44,16,5,1,5367.7383,1,1,1,1,2,2,2
16011,40,35,2,34,1,7,1,5465.1982,1,1,1,1,2,1,2
15011,40,62,2,40,4,7,1,3357.0866,1,1,1,1,1,1,2
16011,40,35,1,43,13,1,3,4754.2352,1,1,1,1,1,1,1
16011,40,63,2,40,13,1,1,4040.7772,1,1,1,1,2,2,2
15011,40,17,2,37,16,4,1,9233.4746,1,1,1,1,1,1,1
15011,40,69,2,43,14,1,1,2930.8601,1,1,1,1,1,2,2
15011,40,63,2,40,11,1,1,3906.5092,1,1,1,1,1,2,2
15011,40,33,2,37,10,7,3,6408.4295,2,1,1,1,1,2,2
15011,40,64,1,32,10,1,1,6665.9695,2,1,1,2,2,2,2
16011,40,57,1,43,13,1,3,4211.5088,2,1,1,1,1,2,2
16011,40,85,2,39,7,5,1,3336.0442,1,2,1,1,2,2,2
16011,40,55,2,44,14,1,2,7771.4899,1,1,1,1,1,2,2
16011,40,51,2,39,6,7,1,3966.0863,1,1,1,1,1,1,2
16011,41,37,2,44,10,1,2,3195.0995,1,1,1,1,1,2,1
15011,41,48,2,43,16,1,4,5997.0869,1,1,1,1,1,2,2
16011,41,72,1,43,12,5,1,3194.7892,2,1,1,1,1,1,2
16011,41,75,1,44,15,5,1,3359.0873,1,1,1,1,1,1,2
16011,41,29,2,39,14,1,1,4848.1428,1,1,1,1,1,2,2
15011,41,80,2,43,12,1,1,3283.1088,2,2,1,1,1,1,2
16011,41,57,1,42,16,1,1,4705.1809,1,1,1,1,1,1,1
16011,41,75,1,39,13,5,1,3455.5192,1,1,1,1,2,2,2
16011,41,41,2,41,6,1,1,4879.17,2,1,1,1,1,1,2
15011,41,38,2,39,16,1,1,4806.3329,1,1,1,1,1,2,2
15011,41,38,2,40,2,7,1,4945.508,1,1,1,1,1,2,2
15011,41,62,2,40,13,5,1,4364.4676,1,1,1,1,1,1,1
15011,41,31,2,44,15,1,1,5517.819,1,1,1,1,1,1,2
16011,41,48,2,40,13,1,1,4520.5933,1,1,1,1,1,1,2
16011,41,34,1,40,12,1,1,4370.1938,2,1,1,1,2,1,1
15011,41,54,2,42,14,1,1,5440.7393,2,1,1,1,1,2,2
15012,41,40,1,43,7,1,3,7844.5667,1,1,1,1,2,1,1
15011,41,70,2,43,14,5,1,2925.2599,1,1,1,1,1,2,2
15011,41,36,1,43,11,1,9,5902.0069,1,1,1,1,1,2,1
16011,41,21,1,40,1,7,1,9371.0962,1,1,1,1,1,2,1
16011,41,58,1,42,14,4,1,4551.3438,2,1,1,1,1,1,2
16011,41,62,2,42,11,5,1,4185.8224,1,1,1,1,2,2,1
16011,41,30,1,39,14,1,1,6144.7878,2,1,1,1,1,1,2
15011,41,55,2,40,16,5,1,4279.6341,1,1,1,1,2,2,1
15011,41,58,2,39,5,6,1,4279.6341,2,1,1,1,2,1,2
16011,41,35,2,43,14,1,1,4375.687,1,1,1,1,1,1,1
16011,41,58,2,41,15,1,1,4483.399,1,1,1,1,1,1,1
15011,41,80,1,39,14,5,1,3080.9904,1,1,1,2,1,2,2
15011,41,69,2,43,11,5,1,3708.9435,1,1,1,1,1,1,2
16011,41,51,1,31,6,6,1,6552.8892,2,1,1,2,1,2,2
16011,41,41,2,33,11,7,1,5982.0047,2,1,1,1,2,2,2
16011,41,29,1,40,13,1,1,5678.7148,1,2,1,1,1,1,1
16011,41,50,2,43,13,1,1,5037.2717,1,1,1,1,1,1,1
16011,41,76,2,37,11,5,1,2984.4283,1,1,1,1,1,2,2
16011,41,54,2,41,14,6,1,5037.2717,2,1,1,1,1,2,2
16011,41,53,1,40,15,1,1,4736.3308,2,1,1,1,1,1,1
16011,41,70,2,41,11,5,1,2863.5104,1,1,1,1,1,2,2
15012,41,39,2,43,15,1,1,5011.2094,1,1,1,1,1,1,1
15011,41,35,2,43,13,1,1,6702.9368,1,1,1,1,1,1,1
15011,41,65,2,44,11,1,1,3359.418,1,1,1,1,1,2,2
15011,41,61,1,39,13,6,1,3975.1605,2,2,1,1,2,2,2
15011,41,36,1,45,15,1,1,5026.5677,1,1,1,1,1,2,1
16011,41,22,1,39,16,1,1,10078.7917,2,1,1,1,1,2,2
16011,41,55,2,44,15,1,1,4984.9281,1,1,1,1,1,1,2
16011,41,25,1,39,16,1,1,5994.9904,2,1,1,1,1,2,2
16011,41,62,2,44,15,1,1,4432.4424,1,1,1,1,1,1,1
16011,41,39,1,42,16,1,1,5309.3838,1,1,1,1,1,1,1
16011,41,38,2,43,13,1,2,3909.4645,1,1,1,1,1,1,2
16011,41,70,1,43,8,5,1,3537.8486,2,2,1,1,1,1,2
16011,41,46,1,46,4,6,3,10978.5445,1,1,1,2,1,2,2
16011,41,85,2,43,11,5,1,3248.7183,1,1,1,1,2,2,2
16011,41,24,1,39,7,2,1,10669.0283,2,1,1,1,1,1,1
15011,41,36,1,44,15,1,4,5056.2725,1,1,1,1,1,1,1
15011,41,29,1,39,15,1,1,6124.2677,1,1,1,1,1,2,2
15011,41,52,2,44,6,1,1,5508.818,1,1,1,1,1,2,1
16011,41,25,1,44,13,1,1,5994.9904,1,1,1,1,1,1,2
16011,41,60,2,45,16,1,1,3898.2347,1,1,1,1,1,2,2
16011,41,56,1,40,14,1,1,4705.1809,1,1,1,1,1,2,2
16011,41,55,2,42,11,1,1,4080.0129,1,2,2,1,2,2,1
16011,41,85,2,39,4,5,1,2933.6954,2,2,1,1,2,2,2
15011,41,50,1,39,9,1,1,4748.5668,2,1,1,2,2,2,2
16011,41,70,1,43,16,5,1,3194.7892,1,1,1,1,1,1,2
16011,41,26,2,39,12,7,1,5665.8263,2,1,1,1,1,1,2
16011,46,55,1,42,15,5,1,1209.7209,1,1,1,1,1,2,2
15011,46,43,1,41,16,1,1,1186.0012,2,1,1,1,2,2,1
16011,46,69,1,31,14,1,1,921.8616,1,2,1,1,1,1,2
16011,46,64,1,39,6,5,1,1307.0052,1,1,1,1,1,1,2
16011,46,22,1,40,10,1,1,2048.8295,1,1,1,1,1,2,1
16011,46,24,1,43,7,1,1,2048.8295,1,1,1,1,1,2,2
16011,46,49,1,34,5,6,3,1627.0574,2,1,1,1,2,2,2
15011,46,41,2,43,15,1,1,1424.9329,1,1,1,1,1,2,2
15011,46,58,1,41,14,1,1,1892.4709,1,1,1,1,1,2,1
15011,46,79,2,41,14,5,1,1120.5032,2,1,1,1,1,2,2
16011,46,55,1,39,11,1,1,1856.2209,2,1,1,1,1,2,2
16011,46,27,1,43,14,1,1,1511.3807,1,1,1,1,1,2,2
16011,46,52,2,42,8,6,1,1777.4171,2,2,1,2,2,2,2
16011,46,59,1,39,5,1,1,1209.7209,2,1,2,1,2,2,2
16011,46,56,1,39,15,1,1,1209.7209,1,1,1,1,1,2,2
16011,46,52,1,40,11,1,1,2261.8593,1,1,1,1,1,2,1
15011,46,68,1,43,6,5,1,1618.445,2,1,2,2,1,2,2
15011,46,31,2,42,12,1,1,1432.567,1,1,1,1,1,1,1
15011,46,78,2,36,13,5,1,989.6807,1,1,1,2,2,2,2
15011,46,28,2,43,14,1,1,1159.0132,1,1,2,1,1,1,2
15011,46,52,2,43,14,1,1,1367.2533,2,1,1,1,1,2,1
16011,46,66,2,41,10,1,1,1151.2528,2,1,2,1,1,2,1
16011,46,80,2,39,8,5,1,1014.8092,2,1,1,2,2,2,2
15011,46,50,1,39,15,1,1,1764.8178,1,1,1,1,1,2,2
16011,46,68,2,39,13,1,1,834.5398,1,1,1,1,1,2,2
16011,46,52,2,45,16,1,1,1495.8907,1,1,1,1,1,1,2
16011,46,70,2,39,9,1,1,1044.4577,1,1,1,1,1,2,2
16011,46,26,1,41,15,1,1,1231.5212,2,1,2,1,1,1,2
16011,46,65,2,39,13,1,1,897.4149,2,1,1,1,1,2,2
15011,46,44,2,44,15,1,1,1063.3416,1,1,1,1,1,2,2
15011,46,62,2,42,16,5,1,1351.5065,1,1,1,1,2,2,2
15011,46,59,1,43,16,1,1,1661.5491,1,1,1,1,1,1,1
15012,46,32,2,45,16,1,1,1411.391,1,1,1,1,1,2,2
15011,46,57,2,44,16,1,1,1693.9179,1,1,1,1,1,2,1
15011,46,67,2,43,13,5,1,948.048,1,1,1,1,1,1,1
15011,46,29,2,43,14,1,1,1460.2682,1,1,1,1,1,2,1
15011,46,28,1,39,15,1,1,1399.0241,1,1,1,1,1,2,2
15011,46,66,2,43,12,5,1,948.048,1,1,1,1,1,2,2
15011,46,25,2,43,10,1,1,1292.8222,2,1,1,1,1,2,2
16011,46,69,1,40,16,5,1,1563.9785,2,1,1,1,1,2,2
16011,46,56,2,43,14,1,1,1491.1077,1,1,1,1,1,2,2
16011,46,66,1,39,14,6,1,815.1065,2,1,1,2,2,2,2
16011,46,25,1,39,12,6,1,1489.0397,2,1,1,2,2,2,2
16011,46,75,1,39,12,6,1,875.9472,1,1,1,1,1,1,2
16011,46,64,2,39,13,7,1,1268.6671,1,1,1,1,1,2,2
15011,46,38,1,39,10,1,1,2001.6038,2,1,1,1,1,2,2
15011,46,79,2,43,11,5,1,1035.7397,1,1,1,1,2,2,2
16011,46,73,1,40,10,5,1,1002.4746,2,1,1,1,1,1,2
16011,46,44,1,40,14,1,1,1302.7984,2,1,1,1,1,2,2
16011,46,47,2,40,13,1,1,1859.3877,2,1,1,1,1,1,1
15011,46,44,2,40,11,1,1,1258.5671,1,1,1,1,1,2,2
15011,46,58,2,39,14,1,1,1365.334,1,1,1,1,1,2,2
16011,46,77,1,44,15,5,1,829.7084,2,1,1,1,2,2,2
15011,46,41,1,39,14,1,1,1048.6577,1,1,1,1,1,2,2
15011,46,60,2,40,15,5,1,1316.4813,1,1,1,1,1,2,2
16011,46,39,1,39,16,1,1,959.4532,1,1,1,1,1,1,2
15011,46,71,1,39,13,1,1,862.1165,2,1,2,1,1,2,2
15011,46,44,1,39,14,1,1,1924.2872,2,1,1,1,1,1,2
15011,46,35,2,43,14,1,1,1472.3739,2,2,2,1,1,1,2
15011,46,45,1,40,10,6,3,1800.2436,2,2,2,1,1,2,2
15011,46,22,2,39,7,1,7,3520.1991,2,1,1,1,1,2,2
15011,46,53,2,39,1,7,3,2026.4938,2,1,1,2,2,2,2
15011,46,30,2,43,11,1,1,1245.225,2,2,2,1,1,1,2
16011,46,78,1,43,12,5,1,939.3848,2,2,1,2,1,2,2
15011,46,56,2,43,15,1,1,1398.3026,1,1,1,1,1,2,2
15011,46,30,2,39,13,1,3,1702.1793,2,1,2,1,2,2,2
16011,46,48,1,46,15,1,1,1377.2317,1,1,1,1,1,2,2
16011,46,85,1,39,12,5,1,889.0895,2,1,1,2,2,2,2
16011,46,59,1,39,15,1,1,1209.7209,1,1,1,1,1,2,2
16011,46,61,2,46,12,1,1,1345.5076,1,1,1,1,2,1,1
16011,46,69,2,44,13,1,1,943.84,1,1,1,1,1,2,2
16011,48,65,2,41,15,1,1,7184.7698,2,1,1,1,1,2,2
15012,48,17,1,36,1,7,1,18177.4827,2,2,2,2,2,2,2
15011,48,68,2,39,7,1,1,6204.1764,1,1,1,2,2,2,2
16011,48,72,1,44,15,1,1,6626.1165,1,2,1,1,1,1,2
16011,48,56,2,40,15,1,1,7851.7474,2,1,1,1,1,2,2
16011,48,69,1,40,10,5,1,7348.5944,1,1,1,1,1,2,2
16011,48,62,2,42,7,5,1,7037.54,1,1,1,1,1,1,2
16011,48,63,1,39,12,1,2,6837.2619,1,1,1,1,1,2,2
15011,48,41,1,46,15,1,1,10590.7743,1,1,1,1,1,1,1
15011,48,25,1,40,15,1,1,13517.7537,1,1,1,1,1,2,2
15011,48,61,1,46,16,1,1,10216.4019,1,1,1,1,1,1,1
15011,48,35,2,40,11,7,1,9335.2085,1,1,1,1,1,1,2
15011,48,37,1,43,15,1,1,10584.7997,1,1,1,1,1,2,1
15011,48,44,2,40,13,1,1,10901.7542,1,1,1,1,1,1,2
15011,48,73,1,46,14,5,1,7944.8558,2,1,1,2,2,2,1
15011,48,31,2,40,8,1,1,9909.1527,2,1,1,1,1,2,2
15011,48,60,2,40,8,5,4,7806.2501,2,1,1,1,1,1,2
15011,48,33,1,39,10,1,1,12313.8374,2,1,1,1,1,1,2
15011,48,34,2,44,15,1,1,9134.9223,1,1,1,1,1,1,2
15011,48,41,1,39,7,7,1,10926.2118,2,1,1,1,1,2,2
15011,48,31,1,43,14,1,1,13548.1231,1,1,1,1,1,1,1
15011,48,29,2,40,3,1,1,13386.5846,1,1,1,1,1,2,2
15011,48,75,2,44,8,5,1,7010.9322,1,1,1,1,1,2,2
15011,48,22,2,43,14,7,2,26013.3822,1,1,1,1,1,2,2
16011,48,51,2,43,16,1,1,10302.5311,1,1,1,1,1,1,2
16011,48,16,1,36,11,7,1,21800.2055,1,1,1,1,2,2,2
16011,48,52,2,43,9,1,6,16010.4013,1,1,1,1,1,2,2
16011,48,79,1,40,9,5,1,7109.4442,2,2,1,1,1,2,2
16011,48,26,1,39,1,6,1,12774.8319,2,1,1,2,2,2,2
16011,48,64,1,43,6,5,1,9761.2703,1,1,1,1,1,1,2
16011,48,85,2,39,3,5,1,8909.312,2,1,1,1,1,2,2
16011,48,19,2,39,1,7,1,18524.7681,1,1,1,1,1,1,2
16011,48,34,2,44,7,1,1,9749.3802,1,1,1,1,1,1,2
16011,48,30,1,44,15,1,1,11248.7567,1,1,1,1,2,1,1
16011,48,53,1,40,13,1,1,10754.8481,2,1,1,1,2,2,2
16011,48,40,2,42,15,1,1,9016.9331,1,1,1,1,1,1,1
16011,48,68,2,35,4,6,1,9130.3319,2,1,1,1,2,2,2
15011,48,47,1,34,9,1,1,14549.5255,2,1,1,1,1,1,2
15011,48,40,2,43,1,1,1,8200.2516,1,1,1,1,1,2,2
16011,48,65,1,40,16,5,2,4555.3581,1,1,1,1,1,1,2
16011,48,29,2,42,11,1,1,7553.4642,1,1,2,1,1,2,1
15011,48,53,2,39,13,7,1,9482.9395,1,1,1,1,1,2,2
15011,48,52,1,40,15,1,1,13425.7328,1,1,1,1,1,2,1
16011,48,40,1,44,14,1,1,9153.5405,1,1,1,1,1,2,2
16011,48,62,1,42,16,5,2,7601.4126,1,1,1,1,1,2,2
16011,48,54,2,40,14,1,1,9781.729,1,1,1,1,1,2,2
16011,48,49,1,39,16,1,1,10116.9587,1,1,1,1,1,1,2
15012,48,21,2,42,3,7,1,20488.9983,1,1,1,1,1,1,1
15011,48,71,1,44,16,5,1,7172.4632,1,1,1,1,1,2,2
15011,48,65,1,40,11,5,1,6498.137,2,1,1,1,2,1,2
16011,48,31,2,42,11,1,1,12376.4064,2,1,1,1,1,2,2
16011,48,80,1,39,7,5,1,6771.9324,2,1,1,1,2,2,2
15011,48,26,1,43,11,1,1,10430.7628,1,1,1,1,1,1,1
15011,48,32,2,42,9,1,1,13870.1965,1,1,1,1,1,2,2
15011,48,85,1,33,7,5,1,7611.3702,1,1,1,2,2,2,2
15012,48,58,2,44,14,1,4,7612.9229,1,1,1,1,1,2,1
15012,48,25,1,43,14,1,1,10350.0929,1,1,1,1,1,2,2
15011,48,70,1,44,15,1,1,6789.7873,1,1,1,1,1,2,1
15011,48,42,1,42,15,1,1,9303.5484,1,1,1,1,1,2,2
15011,48,72,1,44,15,5,1,6308.9158,1,1,1,1,1,1,2
15011,48,30,2,43,16,1,1,8908.6893,1,1,1,1,1,2,1
15011,48,41,2,43,16,1,2,7205.6329,1,1,1,1,1,2,1
15011,48,71,2,39,15,5,1,6738.6978,1,1,1,1,1,2,2
15011,48,24,2,42,13,1,2,18949.3585,1,1,1,1,1,1,2
15011,48,28,1,44,10,1,4,8208.2929,1,1,1,1,1,2,1
16011,48,48,1,43,16,1,1,10266.9579,1,1,1,1,1,2,2
16011,48,27,1,39,14,1,2,14477.9135,1,1,1,1,1,1,2
16011,48,52,1,40,16,1,1,8947.1543,2,1,1,1,1,2,1
16011,48,58,1,43,16,1,1,8983.2267,1,1,1,1,1,2,1
15011,48,63,1,39,15,1,1,9726.2475,1,1,1,1,1,2,1
15012,48,25,1,40,16,1,1,13517.7537,2,1,1,1,1,2,2
15011,48,67,2,40,8,5,1,5696.3208,2,1,1,1,1,2,2
15011,48,25,1,43,14,1,1,11139.2594,1,2,1,1,1,1,2
15011,48,42,1,39,14,1,1,11541.1516,1,1,1,1,1,2,2
15011,48,60,1,43,15,1,1,10642.5806,1,1,1,1,1,2,2
15011,48,46,2,44,15,1,1,11064.9631,1,1,1,1,1,1,1
15011,48,31,1,40,15,1,2,13702.2866,2,2,1,1,1,2,2
15011,48,18,2,39,1,7,16,21105.9607,1,1,1,1,1,2,2
15011,48,25,2,43,13,1,1,9125.1392,1,1,1,1,1,2,1
15011,48,38,1,39,9,1,1,10641.4722,2,1,1,1,1,2,2
15012,48,26,1,43,1,7,6,14168.4871,1,2,1,1,1,1,2
15011,48,60,1,44,8,1,2,6119.8946,2,1,1,1,1,2,1
15011,48,32,1,43,16,1,2,10587.8393,1,1,1,1,1,1,2
15012,48,40,2,35,12,1,1,10797.204,2,1,1,1,1,2,2
15011,48,41,1,43,9,5,2,8551.4019,1,1,1,1,1,1,2
15011,48,28,2,40,11,1,1,11220.4862,1,1,1,1,1,1,2
15011,48,30,2,43,13,1,1,9198.5291,1,1,1,1,1,1,2
15011,48,53,1,40,7,4,1,9322.1338,1,1,1,1,2,2,2
16011,48,77,2,43,14,5,1,5928.6513,1,1,1,1,1,1,2
16011,48,42,2,44,15,2,2,7537.271,1,1,1,1,1,1,1
16011,48,54,1,40,14,1,1,9290.0174,1,1,1,1,1,2,2
16011,48,77,2,43,12,5,1,5776.4219,2,1,1,1,1,2,2
16011,48,80,1,32,5,5,1,7240.7069,1,1,1,1,2,2,2
16011,48,18,1,37,12,7,1,18819.6824,1,1,1,2,2,2,2
16011,48,63,2,43,11,1,1,7302.7887,1,1,1,1,1,1,2
16011,48,73,1,40,8,1,2,4925.5567,1,1,1,1,1,1,2
16011,48,68,2,32,8,7,1,9042.7699,2,1,1,1,2,2,2
16011,48,44,1,43,12,1,1,10124.9738,2,1,1,1,1,1,1
16011,48,65,2,40,12,1,1,7182.3395,1,1,1,1,1,1,2
16011,48,74,2,40,16,1,1,5470.3099,1,1,1,1,1,1,1
16011,48,35,2,42,16,1,6,12031.2724,1,1,1,1,1,2,1
16011,48,75,2,44,11,5,1,5866.308,1,1,1,1,2,2,2
16011,48,73,2,40,6,5,2,5285.7565,1,2,1,1,2,2,2
16011,48,64,2,35,5,6,2,7534.5682,1,1,1,1,1,1,2
16011,48,42,2,39,10,5,1,8837.7406,2,1,1,2,2,2,2
15011,48,49,2,40,14,1,2,7230.7903,1,1,1,1,1,2,1
15011,48,21,1,42,13,1,2,16440.1897,1,1,1,1,1,2,2
16011,48,51,1,44,15,1,1,9031.2917,1,1,1,1,1,1,1
16011,48,68,2,40,9,5,1,5619.7557,2,1,1,1,2,2,2
16011,48,46,2,39,12,7,1,8315.786,2,1,2,1,1,2,2
15011,48,62,1,36,14,1,1,8750.4162,2,1,1,1,1,1,1
15011,48,78,1,44,12,1,1,5722.4909,1,1,1,1,2,1,2
16011,48,72,2,41,6,5,1,7055.0326,2,1,1,1,1,1,2
16011,48,69,1,35,6,6,1,6293.7832,2,2,1,2,2,2,2
16011,48,23,2,39,11,1,2,14961.3545,2,1,1,1,1,2,2
16011,48,73,2,39,8,5,1,7811.6173,2,1,1,2,2,2,2
15011,48,45,1,43,16,1,1,10275.3196,1,1,1,1,1,1,1
15011,48,68,1,37,10,2,1,7126.0645,2,2,1,1,1,1,1
15011,48,43,1,43,14,1,1,10112.5221,1,1,1,1,1,1,1
15011,48,39,2,44,14,1,1,11641.578,1,2,2,1,1,1,1
16011,48,76,2,39,15,7,1,9963.5075,1,1,1,1,2,2,2
15011,48,80,2,44,14,5,1,5642.7475,1,1,1,1,2,2,2
15012,48,16,2,37,16,7,1,18362.0539,1,1,1,1,2,2,1
15011,48,45,1,43,12,1,2,9013.5438,2,1,1,1,1,2,2
15011,48,37,2,40,11,1,1,11424.8088,2,1,1,1,1,2,2
15011,48,31,2,43,14,1,2,11077.9875,1,1,1,1,1,2,1
15011,48,80,1,44,12,5,1,6115.4561,1,1,1,1,1,2,2
15011,48,78,2,43,9,5,4,8930.2495,1,1,1,1,1,2,2
16011,48,67,1,46,16,1,7,11981.0312,1,1,1,1,1,1,1
16011,48,48,2,43,16,7,2,6899.2973,1,1,1,1,1,2,2
16011,48,49,1,44,15,1,4,11972.9506,1,1,1,1,1,1,1
16011,48,24,1,39,13,1,8,23477.3722,1,1,1,1,1,1,1
16011,48,63,2,40,14,1,1,7512.4132,1,1,1,1,1,2,2
16011,48,20,1,39,10,6,7,25759.3373,2,2,1,2,2,2,2
16011,48,53,1,40,13,4,2,10149.1898,1,1,1,1,1,2,2
16011,48,63,1,40,6,5,2,6021.2192,2,1,1,1,1,1,2
16011,48,64,2,43,16,1,2,8201.5386,1,1,1,1,1,1,1
16011,48,23,2,39,1,1,1,20621.1203,1,1,2,1,1,1,2
15011,48,18,2,39,14,7,1,16013.8566,2,1,1,1,1,2,2
16011,48,57,1,43,12,1,1,7733.3962,1,1,1,1,1,2,2
16011,48,23,2,39,14,7,1,20646.3084,1,1,1,1,1,2,1
16011,48,56,2,43,15,7,1,10397.0497,1,1,1,1,1,1,1
16011,48,70,2,40,13,5,1,5386.4916,1,1,1,1,2,2,2
15011,48,22,2,40,16,1,1,19348.9215,1,1,1,1,1,2,1
15011,48,67,1,42,16,1,1,6136.5587,1,1,1,1,1,1,1
15012,48,27,2,40,14,1,1,9995.6743,2,1,1,1,1,1,1
16011,48,48,1,45,16,1,1,9772.962,1,1,1,1,1,1,1
16011,48,71,1,40,16,1,1,6000.4745,1,1,1,1,2,1,1
16011,48,71,2,40,13,5,2,5045.9549,1,1,1,1,1,1,2
15011,48,60,1,40,16,1,2,7120.3986,1,1,1,1,1,1,2
15011,48,69,2,41,8,5,1,5264.5992,1,1,1,1,1,1,2
15011,48,31,1,44,16,1,1,9474.6033,1,1,1,1,1,1,1
15011,48,33,1,39,15,1,1,9789.115,2,1,1,1,1,1,2
15011,48,70,2,34,3,5,1,8832.4262,2,1,1,2,2,2,2
15011,48,63,2,39,15,1,1,7409.7932,1,1,1,1,1,1,2
15011,48,53,2,39,7,7,1,9482.9395,1,1,1,1,2,2,2
15011,48,73,2,43,12,4,2,5696.3681,2,1,1,1,1,1,1
15011,48,85,2,40,7,5,1,7135.0572,2,2,1,2,2,2,2
15011,48,60,2,43,13,1,1,7760.5414,1,1,1,2,1,1,2
15011,48,64,2,33,4,6,1,9983.4083,2,1,1,2,2,1,2
15011,48,46,2,39,12,1,1,8452.0646,2,1,1,2,1,1,2
15011,48,74,2,43,15,5,1,5559.9571,1,1,1,1,1,1,2
15011,48,26,1,39,8,1,1,13388.1153,2,2,1,1,2,2,2
15011,48,63,1,39,8,1,1,10660.6998,2,1,2,1,1,2,2
15011,48,60,1,39,13,1,1,9365.6169,1,1,1,1,1,1,2
15011,48,48,2,39,14,1,1,9285.762,2,1,1,1,2,1,2
15011,48,85,2,40,7,5,1,7135.0572,2,1,1,1,1,2,2
15011,48,49,2,38,15,1,1,8452.0646,1,1,1,1,1,2,2
15011,48,17,2,36,10,7,1,16263.0461,2,1,1,1,2,2,2
15011,48,62,1,33,7,5,1,11020.1646,2,1,1,2,2,2,2
15011,48,40,1,39,10,1,1,9687.5548,2,1,1,1,1,2,2
15011,48,73,1,40,11,5,1,7725.3515,2,1,1,1,1,2,2
15011,48,72,2,43,12,1,2,5455.978,1,1,1,1,2,2,2
15011,48,26,1,40,13,1,1,9938.0939,1,1,1,1,1,2,2
15011,48,32,1,43,13,1,2,13702.2866,1,1,1,1,1,2,2
15011,48,36,2,43,16,1,1,8952.7157,1,1,1,1,1,1,2
15011,48,70,1,42,7,5,4,8507.4398,2,1,1,1,2,2,2
15011,48,70,1,40,16,1,4,8507.4398,1,1,1,1,1,2,2
15012,48,23,1,44,1,7,2,18672.5065,1,1,1,1,1,1,2
15011,48,49,2,40,14,2,1,9532.5474,2,1,1,1,1,2,2
15011,48,33,2,40,10,1,2,9665.6948,1,1,1,1,1,1,1
15011,48,33,2,40,15,1,2,11250.3704,1,1,1,1,1,2,2
15011,48,69,2,43,9,1,2,5785.0085,1,1,1,1,1,1,1
16011,48,40,2,44,16,1,1,8930.4585,1,1,1,1,1,2,2
16011,48,24,2,43,5,1,2,16802.8861,1,1,1,1,1,1,2
16011,48,64,2,44,16,5,8,8883.4387,1,1,1,1,1,2,2
16011,48,53,2,35,14,1,1,10377.5092,2,1,1,1,1,2,2
16011,48,69,2,43,16,5,1,6622.7177,1,1,1,1,1,1,2
16011,48,60,1,42,1,1,2,6021.2192,2,1,1,2,2,1,2
16011,48,70,2,37,11,5,1,5441.7202,1,1,1,1,1,2,2
16011,48,43,2,43,16,1,2,11437.1513,1,1,1,1,1,2,2
16011,48,38,1,39,15,1,1,8453.7327,1,1,1,1,1,2,2
16011,48,37,1,39,13,1,1,10309.4679,2,1,1,1,1,2,2
16011,48,38,1,33,3,1,1,10556.5279,2,1,1,1,2,2,2
16011,48,25,2,35,6,1,1,7935.2707,2,1,1,2,2,2,2
16011,48,42,2,39,5,7,1,8793.6223,2,1,1,1,1,2,2
16011,48,50,2,38,7,7,1,8719.2198,2,1,2,2,2,2,2
16011,48,31,1,43,14,1,1,11140.8784,2,1,1,1,1,1,2
16011,48,37,1,44,1,7,1,9605.4914,1,1,1,1,1,2,2
16011,48,25,2,35,13,7,1,8840.4431,1,1,1,1,2,2,1
16011,48,38,1,39,13,1,1,10556.5279,2,1,1,1,2,2,2
16011,48,77,2,39,13,5,1,9544.8021,2,1,1,2,2,2,2
