hrhhid2,gestfips,prtage,pesex,peeduca,hefaminc,pemlr,ptdtrace,pwsswgt,pwprmwgt,pelaptop,pedesktp,petablet,pemphone,peinhome
15011,36,36,2,43,15,7,4,3946.7958,8743.5676,2,2,2,1,1
15011,36,39,1,39,15,1,4,4074.8477,0,1,2,2,1,1
15011,36,3,1,-1,15,-1,4,6452.8445,0,2,2,1,2,2
15011,36,68,1,39,4,5,1,5509.2608,8720.0563,2,2,2,1,1
15011,36,25,2,40,4,7,1,4630.8534,0,2,2,2,1,1
15011,36,25,2,44,16,1,1,7021.7739,0,1,2,2,1,1
15011,36,25,1,44,16,1,1,5258.5155,9630.572,1,2,2,1,1
15011,36,34,1,44,16,1,1,6598.1519,12084.0144,1,2,1,1,1
15011,36,28,2,43,16,1,4,5310.522,10517.4913,1,1,2,1,1
15012,36,66,2,43,13,1,1,3545.7532,5350.1306,1,2,2,1,1
15012,36,70,1,44,13,1,1,4972.5761,0,1,2,2,1,1
15011,36,85,2,33,3,5,2,4280.9972,0,2,2,2,2,2
15011,36,42,2,39,13,1,1,4841.1311,0,1,2,1,1,1
15011,36,41,1,42,13,1,1,6097.6822,11200.8614,2,2,1,1,1
15011,36,8,1,-1,13,-1,1,3672.3792,0,2,2,1,2,1
15011,36,36,2,39,12,1,2,5039.4048,0,1,2,2,1,1
15011,36,17,2,38,12,7,2,5028.9445,14146.8057,1,2,2,1,1
15011,36,14,2,-1,12,-1,2,11084.7557,0,1,2,2,2,1
15011,36,5,2,-1,12,-1,2,7257.6307,0,2,2,2,2,1
15011,36,62,2,39,7,1,2,4883.9427,7847.147,2,2,2,1,1
15011,36,59,2,39,8,1,2,4883.9427,0,2,2,2,2,2
15011,36,27,1,39,8,1,2,4800.8569,0,2,2,2,2,2
15011,36,41,2,39,8,1,2,6066.6937,0,2,2,2,2,2
15011,36,26,2,43,3,1,4,5373.0692,10641.366,1,2,2,1,1
16011,36,56,2,39,11,1,1,4881.5736,8815.4701,1,2,2,1,1
16011,36,40,2,43,16,1,1,3917.981,7497.841,1,2,2,1,1
16011,36,39,1,41,13,1,1,5074.3001,0,1,2,1,1,1
16011,36,38,2,42,13,1,1,3845.1244,7358.4153,1,2,2,1,2
16011,36,85,1,39,10,5,1,4141.7068,6555.4923,2,2,2,1,1
16011,36,80,2,39,10,5,1,4427.2558,0,2,2,2,1,1
16011,36,53,1,39,10,7,1,5469.1156,0,2,2,2,1,1
16011,36,80,2,39,10,5,1,4427.2558,0,2,2,2,2,2
16011,36,80,1,39,10,5,1,4141.7068,0,2,2,2,2,2
16011,36,57,2,40,12,1,1,6795.1657,0,1,2,1,1,2
16011,36,54,1,40,12,5,1,6099.4404,0,1,2,1,1,2
16011,36,12,1,-1,12,-1,1,5389.4245,0,2,2,1,2,2
16011,36,80,1,39,10,5,1,5227.7346,0,2,2,2,2,2
16011,36,78,2,39,10,5,1,5060.807,0,2,2,2,2,2
16011,36,20,1,39,10,1,1,6093.6766,0,2,2,2,2,2
16011,36,28,1,43,16,1,4,6123.9341,12420.661,1,2,1,1,1
16011,36,28,1,43,16,1,4,6123.9341,0,1,2,1,1,1
16011,36,59,1,39,16,1,4,5363.8426,0,2,2,1,1,1
16011,36,59,2,39,16,1,4,5291.1695,0,1,2,2,1,1
16011,36,85,2,40,16,5,4,6245.0117,0,1,2,1,1,2
16011,36,85,1,40,16,5,4,5879.191,0,1,2,1,1,2
16011,36,85,2,44,11,5,2,4794.8047,6879.6524,2,2,1,1,1
16011,36,80,2,41,11,5,2,4794.8047,0,1,1,2,2,1
16011,36,67,2,44,15,1,1,5079.022,7663.6555,1,2,1,1,1
16011,36,59,2,44,15,6,1,5734.6554,0,1,1,2,1,1
16011,36,79,2,46,15,1,1,3446.376,0,1,2,1,1,1
16011,36,50,2,43,15,6,1,3972.5287,0,1,2,2,1,1
16011,36,34,1,43,15,7,6,6363.2642,12906.0741,1,2,2,1,2
16011,36,69,2,43,11,5,2,4211.9716,6043.3954,2,2,1,1,1
16011,36,55,1,39,7,6,2,6581.331,9972.171,2,2,1,1,1
16011,36,35,2,40,13,7,1,5156.2165,9867.4525,1,1,2,1,1
16011,36,33,1,39,13,1,1,6297.391,0,1,1,2,1,1
16011,36,12,1,-1,13,-1,1,4451.1118,0,2,2,2,2,2
16011,36,8,2,-1,13,-1,1,4421.9275,0,2,2,2,2,2
16011,36,7,2,-1,13,-1,1,4293.2523,0,2,2,2,2,2
16011,36,3,1,-1,13,-1,1,5130.1473,0,2,2,2,2,2
16011,36,80,2,39,7,5,1,3182.5372,4802.0798,1,1,2,2,1
16011,36,37,2,45,15,1,1,5334.0464,10207.7656,1,1,2,1,1
16011,36,15,2,34,15,7,1,5531.111,0,1,2,2,1,1
16011,36,8,1,-1,15,-1,1,4425.2508,0,2,2,2,2,2
16011,36,61,1,39,4,6,1,3800.6314,0,2,2,2,2,2
15011,36,70,2,46,14,5,1,3437.2167,5186.3616,2,2,2,1,1
15011,36,69,1,40,14,5,1,4041.7326,0,2,2,2,2,2
15011,36,60,2,44,11,1,1,3893.3639,0,2,2,2,1,1
15011,36,21,1,40,11,4,1,5993.1617,0,2,2,2,2,1
15011,36,16,2,37,11,7,1,4198.3832,14175.105,1,2,2,2,1
15011,36,19,1,39,11,7,1,5236.1352,0,2,2,2,1,1
15012,36,73,1,39,3,5,1,3802.9073,6019.2405,2,2,1,1,1
15012,36,76,2,42,3,5,1,3682.2693,0,2,2,1,1,1
15011,36,80,1,43,16,5,2,4049.6438,6668.5498,1,2,2,2,1
15011,36,48,1,42,16,1,2,5845.2492,0,1,2,2,2,2
15011,36,62,1,38,11,1,1,5086.9366,0,1,2,1,1,1
15011,36,59,2,39,11,7,1,4595.5334,9640.1113,1,2,1,1,1
15011,36,85,2,39,11,5,1,3399.5656,5129.5505,1,2,2,1,1
15011,36,63,2,43,15,1,1,3795.1044,0,1,2,2,2,1
15011,36,29,2,43,15,1,1,4773.6204,9141.5304,1,2,1,2,1
15011,36,58,1,39,4,1,7,3631.5805,7859.0187,2,2,1,1,1
15011,36,61,2,39,4,6,1,3534.9706,0,2,2,1,1,1
16011,36,75,1,44,14,5,1,3599.4481,0,1,2,2,1,1
16011,36,37,1,43,14,6,1,4903.9204,0,2,1,2,1,1
16011,36,69,2,46,14,1,1,3492.4373,5269.6831,1,2,1,1,1
16011,36,53,1,42,16,1,1,4589.9903,0,1,1,2,1,1
16011,36,52,2,43,16,1,1,4372.6163,0,1,2,2,1,1
16011,36,22,2,43,16,1,1,7026.5534,0,1,2,1,1,1
16011,36,20,1,42,16,1,1,6879.7837,0,1,2,1,1,1
16011,36,17,2,36,16,7,1,6087.4199,20553.1063,1,2,1,1,1
16011,36,14,2,-1,16,-1,1,4477.7522,0,1,2,2,1,1
16011,36,72,1,44,14,1,1,3962.8498,6272.3975,2,2,2,1,1
16011,36,68,2,46,14,5,1,3369.6589,0,2,2,2,1,1
16011,36,35,1,40,11,7,1,4903.9204,9008.0346,2,2,2,1,1
16011,36,37,2,46,14,1,1,5068.8699,9700.2973,2,2,2,1,1
16011,36,38,1,46,14,1,1,4505.2589,0,2,2,2,1,1
16011,36,7,2,-1,14,-1,1,4179.3879,0,2,2,2,1,1
16011,36,5,2,-1,14,-1,1,4484.9438,0,2,2,2,1,1
16011,36,63,1,43,16,1,1,4549.108,0,2,1,2,1,1
16011,36,63,2,44,16,1,1,3733.9132,6742.9486,1,1,1,1,1
16011,36,29,1,43,16,1,1,6313.3411,0,1,1,2,1,1
16011,36,56,2,39,15,1,1,3804.6365,6870.6655,1,1,1,1,1
16011,36,69,1,42,15,5,1,3800.3385,0,2,2,1,1,1
15011,36,76,2,40,12,5,1,3954.0559,5966.2121,2,2,2,1,1
15011,36,67,2,39,11,5,1,3811.6709,0,2,1,1,1,1
15011,36,70,1,42,11,4,1,4255.2017,6735.132,2,1,1,1,1
16011,36,64,1,45,15,1,1,4712.4503,8211.3811,2,1,2,1,1
16011,36,73,2,39,11,5,1,3953.9015,5965.9791,2,2,2,1,1
16011,36,74,1,40,11,5,1,4255.3459,0,2,2,2,1,1
16011,36,38,2,43,11,1,1,5443.0009,0,2,2,2,1,1
16011,36,57,2,43,10,1,1,3768.1309,6804.7412,1,2,1,1,1
16011,36,78,2,39,10,5,1,3417.4389,0,2,2,2,2,2
16011,36,77,2,40,12,5,1,3417.4389,5156.5192,1,2,2,1,1
16011,36,42,2,41,15,1,1,4625.1993,8851.2448,1,2,2,1,1
16011,36,43,1,43,15,1,1,5645.223,0,1,2,2,1,1
16011,36,6,2,-1,15,-1,1,4503.7488,0,1,2,1,2,1
16011,36,67,2,40,14,5,2,4093.9203,5874.0137,2,2,2,1,1
16011,36,67,1,41,14,5,2,4029.7625,0,2,2,2,2,1
16011,36,7,2,-1,14,-1,2,12463.7949,0,2,2,2,2,2
16011,36,62,2,44,15,1,4,4267.739,7986.4696,1,1,1,1,1
15011,36,50,1,40,15,1,1,5532.5795,12482.7119,2,2,2,2,1
15011,36,53,2,43,15,1,1,5694.5189,0,1,2,1,1,1
15011,36,27,1,43,15,1,1,4392.9518,0,1,2,2,1,1
15011,36,26,1,40,15,7,1,4392.9518,0,1,2,2,1,1
15011,36,37,1,43,16,1,1,4431.5832,0,1,2,1,1,1
15011,36,36,2,43,16,1,1,6980.1034,13357.8252,1,2,1,1,1
15011,36,10,2,-1,16,-1,1,7653.539,0,2,2,2,2,2
15011,36,7,1,-1,16,-1,1,7737.1747,0,2,2,2,2,2
15011,36,63,1,40,6,6,1,6096.1186,12168.3304,2,2,2,1,1
15011,36,79,1,39,1,5,2,4653.9394,0,2,2,2,2,2
15011,36,25,2,40,12,1,1,6365.1654,0,1,2,2,2,2
15011,36,54,1,34,12,1,1,8682.7354,0,2,2,2,2,2
15011,36,48,2,35,12,6,1,5852.3504,0,2,2,2,2,2
15011,36,21,1,39,12,7,1,5222.306,0,2,2,2,2,2
15011,36,67,1,39,16,1,1,5509.2608,0,2,2,2,2,2
15011,36,65,1,43,16,1,2,4699.1228,7738.0471,2,2,2,2,1
15011,36,49,2,45,16,1,1,5576.8987,0,1,2,2,2,2
15011,36,51,1,45,16,1,1,7068.3693,13269.1865,2,2,2,2,2
15011,36,17,1,36,16,7,1,4908.025,0,2,2,2,2,2
15011,36,15,2,36,16,7,1,6238.5817,0,1,2,1,1,1
15011,36,85,1,46,16,5,1,6582.9086,10419.4257,1,2,1,1,1
15011,36,85,2,43,16,5,1,5124.0999,0,1,2,1,1,1
15011,36,58,1,43,16,1,1,4914.6921,8563.7848,1,2,2,1,1
15011,36,50,2,43,16,1,1,5381.4075,0,2,1,2,1,1
15011,36,15,2,35,16,7,1,6788.3593,0,1,2,1,1,1
15011,36,11,2,-1,16,-1,1,6854.0412,0,1,2,1,1,1
15011,36,74,1,43,10,1,1,4972.5761,0,2,2,2,2,2
15011,36,76,2,44,10,5,1,3502.8551,0,2,2,2,2,2
15011,36,80,2,43,14,1,1,4499.8095,6789.691,2,1,1,1,1
15011,36,60,1,45,16,1,1,5222.3912,9099.9463,1,1,1,1,1
15011,36,59,2,44,16,1,1,4961.5726,0,1,2,2,1,1
15011,36,25,1,44,16,5,1,4576.2821,8381.1133,1,2,1,1,1
15011,36,31,1,44,16,5,1,3540.0737,0,1,2,1,1,1
15011,36,46,1,43,16,1,1,5732.8874,10762.1361,1,2,1,1,1
15011,36,42,1,44,16,1,1,3810.7229,0,1,2,1,1,1
15011,36,76,2,43,14,5,1,4499.8095,6789.691,2,1,2,1,1
15011,36,49,2,43,4,1,4,2980.9321,6448.6637,1,1,2,1,1
15011,36,52,1,43,14,1,1,7068.3693,0,2,2,2,2,2
15011,36,48,2,43,14,7,1,5576.8987,0,2,2,2,2,2
15011,36,15,2,37,14,7,1,6238.5817,0,2,2,2,2,2
15011,36,9,2,-1,14,-1,1,7780.8591,0,2,2,2,2,2
15011,36,66,2,39,3,5,2,5830.0673,11889.84,2,2,2,1,1
15011,36,80,1,39,3,5,2,7775.7734,0,2,2,2,2,2
15011,36,53,2,39,1,7,2,5524.8032,9283.5599,1,2,2,1,1
15011,36,77,2,33,8,5,6,8214.3894,0,2,2,2,1,2
16011,36,61,1,44,16,1,1,6601.8658,11503.6622,2,1,1,1,1
16011,36,55,1,44,16,4,1,4835.449,0,1,2,1,1,1
16011,36,12,2,-1,16,-1,1,6620.2442,0,2,2,1,1,1
16011,36,10,1,-1,16,-1,1,3547.6363,0,2,2,1,2,1
16011,36,9,1,-1,16,-1,1,3281.4165,0,2,2,1,2,1
16011,36,46,2,43,16,7,1,5183.2045,10973.0058,2,2,1,2,1
16011,36,25,2,43,16,1,1,3286.6411,0,1,2,2,1,1
16011,36,25,2,43,16,1,1,4556.1868,8725.1429,1,2,2,1,1
16011,36,25,2,43,16,1,1,4556.1868,0,1,2,2,1,1
16011,36,43,1,39,9,1,6,7810.1096,15257.9976,1,1,1,1,1
16011,36,42,1,43,16,1,1,5999.3649,0,2,2,2,2,2
16011,36,35,2,43,16,1,1,4813.9963,0,2,2,2,2,2
16011,36,3,1,-1,16,-1,1,4183.5197,0,2,2,2,2,2
16011,36,34,2,43,16,1,1,4645.0977,8895.4082,1,2,1,1,1
16011,36,76,1,46,14,1,1,4141.7068,6555.4923,1,1,2,1,1
16011,36,37,1,43,16,1,1,3497.3366,6424.2742,1,2,2,1,1
16011,36,32,2,44,16,1,1,4812.43,0,1,2,2,1,1
16011,36,60,2,33,1,6,2,5216.787,0,2,2,2,2,2
16011,36,33,2,44,15,1,1,3999.286,0,1,2,2,1,1
16011,36,35,1,44,15,1,1,5163.1879,10086.9146,1,2,1,1,1
16011,36,15,1,34,15,7,1,6989.5519,0,1,2,2,1,1
16011,36,10,2,-1,15,-1,1,5155.2402,0,1,2,2,1,1
16011,36,40,1,43,16,1,1,5999.3649,11020.2618,1,2,1,1,1
16011,36,44,2,44,16,1,4,4232.0678,0,1,2,2,1,1
16011,36,4,2,-1,16,-1,8,6046.0358,0,2,2,2,2,2
16011,36,37,1,43,15,1,1,5163.1879,0,1,1,2,1,1
16011,36,32,2,44,15,1,1,4361.0849,8351.5208,1,2,2,1,1
16011,36,42,2,45,16,7,1,4086.1941,8924.4074,1,2,2,1,1
16011,36,30,1,45,16,1,1,6491.7651,0,1,2,2,1,1
16011,36,10,1,-1,16,-1,1,3974.3575,0,1,2,2,1,1
16011,36,80,1,46,15,5,1,6476.7676,10251.4258,1,2,2,1,1
16011,36,75,2,46,15,5,1,5041.4803,0,1,2,2,1,1
16011,36,50,2,40,13,4,1,4532.2669,9977.4181,1,2,1,1,1
16011,36,11,2,-1,13,-1,1,5469.3079,0,1,1,1,1,1
16011,36,8,2,-1,13,-1,1,6893.2837,0,1,1,1,1,1
16011,36,69,1,33,13,1,1,4750.6818,0,2,2,2,1,1
16011,36,48,1,34,13,4,1,5465.9232,0,1,2,1,1,1
16011,36,75,2,38,3,5,4,5177.7287,9630.0128,2,2,2,1,1
15011,36,36,1,42,8,7,1,4984.2857,9155.6581,1,2,2,2,2
15011,36,70,2,42,8,5,1,3437.2167,0,2,2,2,2,2
15011,36,62,2,39,11,7,1,3534.9706,6383.6849,1,2,2,1,1
15011,36,37,2,39,11,7,6,7187.8026,0,1,2,2,2,1
15011,36,36,1,39,11,7,1,5597.8236,0,1,2,2,2,1
15011,36,17,1,43,11,7,1,5643.5146,0,1,2,2,2,1
15011,36,45,2,40,14,1,1,4280.53,9062.0157,1,2,2,1,1
15011,36,20,2,39,14,1,1,5788.3345,0,1,2,1,2,2
15011,36,26,1,42,14,4,1,6453.3876,0,1,2,1,1,1
16011,36,53,2,43,15,4,1,3827.7559,0,1,2,2,1,1
16011,36,27,2,43,15,1,1,6383.1904,12223.8729,1,1,2,1,1
16012,36,58,1,43,7,1,2,5759.4209,8726.7956,1,2,2,1,1
15011,36,85,1,43,14,5,1,4021.2752,0,1,1,1,1,1
15011,36,80,2,43,14,5,1,3703.2627,5587.7942,1,2,1,1,1
15011,36,73,2,44,16,5,1,4185.3919,6315.2713,1,2,1,1,1
15011,36,73,1,44,16,5,1,3824.5885,0,1,1,1,1,1
16011,36,74,1,42,15,1,1,3921.0498,6206.2364,1,2,2,1,1
16011,36,71,2,42,15,5,1,3401.0763,0,2,2,2,2,2
16012,36,26,1,43,14,1,1,6126.3722,11219.9857,1,1,2,1,1
16011,36,31,1,39,10,1,2,8045.0602,14029.1601,1,2,2,1,1
16011,36,80,2,39,10,5,1,3363.8211,5075.6162,2,2,2,2,1
16011,36,85,1,42,10,5,1,3894.8462,6164.7614,2,2,2,2,2
16011,36,85,2,42,10,5,1,3363.8211,0,2,2,2,2,2
16011,36,85,1,40,11,5,1,3872.7667,0,2,2,2,2,2
16011,36,85,2,40,11,5,1,3344.7519,5046.843,1,2,2,1,1
16011,36,58,1,44,11,1,1,3556.4252,6197.023,1,1,1,1,1
15011,36,59,2,40,15,1,1,5309.1266,0,2,2,1,1,1
15011,36,56,1,43,15,1,1,5306.624,9246.7208,2,2,1,1,1
15011,36,24,1,43,15,1,1,7508.6448,0,2,1,1,1,1
15011,36,76,1,39,14,5,1,4226.7651,6690.1225,1,2,2,1,1
15011,36,77,2,44,14,5,1,3650.486,0,1,2,2,1,1
15011,36,53,1,42,15,1,2,4887.6514,0,1,2,2,1,1
15011,36,55,2,40,15,7,2,4615.0248,0,1,2,2,1,1
15011,36,18,2,40,15,7,2,7123.0338,0,1,1,2,1,1
15011,36,22,2,40,15,7,2,10489.2053,29506.9371,1,1,2,1,1
15011,36,63,2,40,10,1,23,4903.0226,9175.3129,2,2,2,1,1
15011,36,64,1,40,10,6,1,4789.6778,0,2,1,2,1,1
16011,36,45,1,43,16,1,2,5599.1799,0,2,2,2,1,1
16011,36,48,2,43,16,1,1,4652.9079,0,1,2,2,1,1
16011,36,16,1,36,16,1,2,11017.8439,35505.9682,1,2,1,1,1
16011,36,14,2,-1,16,-1,2,11775.8186,0,1,2,2,1,1
16011,36,12,2,-1,16,-1,2,8616.6314,0,2,2,2,1,1
16011,36,33,2,44,16,2,1,5342.2806,10230.5203,1,1,2,1,1
16011,36,32,1,43,16,1,1,4453.6301,0,1,1,1,1,1
16011,36,3,1,-1,16,-1,1,4014.4729,0,2,2,2,2,2
16011,36,33,2,46,15,1,1,4785.8277,9164.9075,1,2,1,1,1
16011,36,34,1,44,15,1,1,5244.282,0,1,2,1,1,1
15011,36,25,1,44,13,1,1,5955.1295,10906.3677,1,1,2,1,1
16011,36,55,1,39,13,5,1,4789.5487,8345.7241,1,2,2,1,1
16011,36,36,2,44,13,1,1,3930.9771,0,1,2,2,1,1
16011,36,67,2,39,12,5,1,3512.3485,5299.7268,1,2,2,1,1
16011,36,67,1,39,12,5,1,3999.2362,0,1,2,2,1,1
16011,36,56,1,40,11,6,1,4817.3685,8394.1997,2,2,2,1,1
16011,36,46,2,40,11,1,1,3661.0703,0,2,2,2,1,1
16011,36,26,2,39,1,2,1,5128.2018,9820.5573,1,2,1,1,1
16011,36,4,1,-1,1,-1,1,3931.0068,0,2,2,1,2,1
15011,36,56,1,32,7,1,1,7383.272,14737.5894,2,2,2,1,1
15011,36,21,1,39,7,1,1,5222.306,0,2,2,2,1,1
15011,36,63,2,39,15,1,1,4457.7956,9351.1768,1,2,2,1,1
15011,36,57,1,33,15,1,1,5957.7784,0,1,2,2,1,1
15011,36,51,2,40,8,6,1,5191.8956,11429.5371,2,2,2,1,1
16011,36,65,1,43,1,6,2,4326.8525,7125.0295,2,2,2,1,1
16011,36,60,2,39,15,5,1,4838.2401,0,1,2,1,1,1
16011,36,61,1,39,15,5,1,5138.1868,8953.2213,1,2,1,1,1
16011,36,58,1,39,14,1,1,7264.2262,14499.9647,1,2,1,1,1
16011,36,23,2,43,14,1,1,8443.9088,0,1,2,2,1,1
16011,36,80,1,44,11,5,1,4516.7334,7149.0843,1,2,1,1,1
16011,36,74,2,40,11,5,1,3378.0632,0,1,2,1,1,1
16011,36,56,1,44,6,1,4,5363.8426,11607.7667,1,2,2,1,1
16011,36,56,2,43,11,1,1,4881.5736,8815.4701,1,2,2,1,1
16011,36,35,2,39,13,1,4,3685.1894,0,1,2,2,1,1
16011,36,41,1,39,13,1,4,5332.6374,9518.5368,2,2,2,1,1
16011,36,5,1,-1,13,-1,4,5655.361,0,2,2,2,2,2
16011,36,6,2,-1,13,-1,4,5373.7696,0,2,2,2,2,2
16011,36,72,1,43,16,1,1,5024.9119,7953.429,1,1,2,1,1
16011,36,60,2,37,13,2,2,5091.3868,0,2,2,1,1,2
16011,36,64,1,37,13,1,2,6247.8602,0,2,2,2,1,2
15011,36,61,1,39,16,1,1,4379.8699,8742.5635,2,1,1,1,1
15011,36,62,2,44,16,1,1,3815.2784,0,2,2,2,1,1
15011,36,53,2,43,15,1,1,4112.9672,0,1,2,1,1,1
15011,36,52,1,43,15,1,1,4250.6098,7979.5115,1,2,1,1,1
15011,36,18,2,39,15,7,1,5606.6642,0,1,2,1,2,1
16011,36,77,1,40,11,5,1,3956.4373,0,2,2,2,2,2
16011,36,67,2,41,12,5,1,3388.8701,5113.4122,2,2,1,1,1
16011,36,85,2,39,12,5,1,3363.8211,0,2,2,2,2,2
16011,36,49,1,44,1,7,1,4228.9612,7938.8714,1,2,2,1,1
16011,36,37,2,43,1,7,1,5334.0464,0,1,2,1,1,1
16011,36,4,1,-1,1,-1,1,4525.5089,0,1,2,1,1,1
16011,36,78,2,41,1,5,1,3200.6816,0,2,2,1,1,1
15011,36,70,1,42,12,5,1,6736.0314,0,2,2,2,1,2
15011,36,28,1,44,16,1,1,4576.2821,8381.1133,1,2,1,1,1
15011,36,27,2,43,16,1,1,5154.452,0,1,2,1,1,1
16011,36,41,2,39,12,1,1,3917.981,0,1,2,1,1,1
16011,36,48,1,39,12,1,1,6827.724,0,2,2,2,1,1
16011,36,18,1,39,12,1,1,5196.3245,16951.6457,1,1,1,1,1
16011,36,16,1,36,12,7,1,5196.3245,0,1,1,2,1,1
16011,36,45,1,40,15,1,1,7807.2096,17614.7759,1,2,1,1,1
16011,36,44,2,38,15,1,1,6646.2801,0,1,2,1,1,1
16011,36,13,2,-1,15,-1,1,7266.9621,0,1,2,1,1,1
16011,36,80,2,38,15,5,1,5041.4803,0,1,2,1,1,1
16011,36,55,1,39,13,1,1,4664.2266,9310.1618,2,1,1,1,1
16011,36,42,2,38,13,1,1,5155.0959,0,2,2,1,1,1
16011,36,9,2,-1,13,-1,1,6765.507,0,2,1,1,1,1
16011,36,73,2,39,15,5,1,3153.2382,4757.871,1,2,1,1,1
16011,36,40,2,42,15,1,1,5635.0353,0,1,2,1,1,1
16011,36,73,2,43,15,5,1,3153.2382,0,2,2,1,1,1
16011,36,28,1,39,15,1,1,6255.9025,0,2,2,2,1,1
16011,36,18,2,39,15,7,1,5807.9215,0,1,2,1,2,1
15011,36,27,1,44,16,1,1,6453.3876,11818.8896,1,2,2,1,1
15011,36,27,2,46,16,1,1,4800.8359,0,1,2,1,1,1
15011,36,53,1,39,15,1,1,5428.838,0,2,2,2,1,1
15011,36,53,2,39,15,1,1,4722.7984,9998.3117,1,1,2,1,1
15011,36,78,1,39,7,5,1,4599.113,7279.4747,1,2,2,1,1
15011,36,59,1,39,16,1,1,4223.441,0,1,2,2,1,1
15011,36,58,2,43,16,1,1,4167.2683,7525.5301,1,2,1,1,1
15011,36,80,2,39,13,5,1,4097.2742,6182.3119,1,2,2,2,1
15011,36,79,1,39,13,5,1,4274.5328,0,2,2,2,2,2
16011,36,36,1,39,13,1,1,5729.7628,0,1,2,2,1,1
16011,36,30,2,40,13,1,1,5207.4251,9972.2707,1,2,2,1,1
16011,36,8,1,-1,13,-1,1,4239.4018,0,2,2,1,2,1
16011,36,63,2,43,9,5,1,4362.7211,0,1,2,2,1,2
16011,36,63,1,39,9,1,1,5315.1984,9261.6616,2,2,1,1,1
16011,36,24,1,34,9,1,1,6588.1785,21492.2042,1,2,1,1,1
16011,36,21,2,34,9,7,1,6763.8828,0,2,2,1,1,1
16011,36,54,1,39,10,1,1,4699.8848,8822.9188,1,2,2,1,1
16011,36,73,2,41,10,5,1,4784.1068,0,2,1,2,1,1
16011,36,78,1,43,10,5,1,4596.5135,7275.3602,1,1,2,1,1
15011,36,68,2,44,15,5,1,3677.6696,0,2,2,2,1,2
15011,36,65,1,39,15,1,1,4147.7164,6565.0043,2,2,2,1,2
15011,36,68,2,43,14,5,1,3940.4567,0,2,2,2,2,2
15011,36,67,1,44,14,1,4,4732.3249,0,2,2,2,2,2
15011,36,55,2,42,14,1,1,4152.4073,0,1,1,2,1,1
15011,36,54,1,41,14,1,1,4538.4705,8519.9017,2,2,2,1,1
15011,36,53,2,44,16,1,1,3698.7847,8142.5746,1,1,1,1,1
15011,36,66,2,39,16,1,1,4121.0653,0,1,1,1,1,1
15011,36,65,1,39,16,1,1,4147.7164,0,2,2,1,1,1
15011,36,56,2,40,16,1,1,4152.4073,0,1,2,2,1,1
15011,36,31,1,41,16,1,1,4526.6161,8290.1538,2,2,2,1,1
15011,36,25,2,35,8,2,1,6668.2064,12769.6814,1,2,1,1,1
15011,36,28,1,37,8,1,1,6648.4616,0,2,2,2,1,1
15011,36,10,2,-1,8,-1,1,4661.8299,0,1,2,1,1,1
15011,36,5,1,-1,8,-1,1,4074.5114,0,1,2,1,1,1
15011,36,76,2,39,4,5,1,3650.486,5508.1603,2,1,1,1,1
15011,36,72,2,44,8,5,4,4062.234,0,2,2,2,2,2
15011,36,71,1,43,8,5,4,4732.3249,0,2,2,2,2,2
15011,36,76,1,40,10,5,1,4293.6049,6795.9165,1,2,2,2,1
16011,36,75,2,43,15,1,1,3704.8407,5590.1752,2,1,2,2,2
16011,36,80,1,43,15,1,1,3865.1217,0,1,2,2,2,1
16011,36,70,1,43,15,5,1,4017.7553,0,2,1,2,1,1
16011,36,68,2,39,15,1,1,4095.1606,6179.1227,1,1,1,1,1
16011,36,65,1,39,15,6,1,3595.4489,5690.8754,1,1,2,1,1
16011,36,64,2,44,15,1,1,3565.8874,0,1,1,2,1,1
16011,36,79,1,36,11,5,2,4278.4314,0,2,2,1,2,2
16011,36,80,2,39,11,5,2,3699.8187,0,2,2,1,2,2
16011,36,74,2,39,6,5,1,3631.4047,5479.3688,2,2,1,1,1
16011,36,40,2,44,15,1,1,5635.0353,10783.7681,1,2,1,1,1
16011,36,41,1,39,15,1,1,5415.3832,0,1,2,1,1,1
16011,36,11,2,-1,15,-1,1,5962.8316,0,1,2,1,1,1
16011,36,9,2,-1,15,-1,1,6462.1375,0,1,2,1,2,1
16011,36,53,2,43,15,1,1,4270.4528,9040.6819,1,2,1,1,1
15011,36,74,1,39,11,7,1,4015.8022,0,2,2,2,2,2
15011,36,68,2,46,11,5,1,3414.685,0,1,2,2,2,1
15011,36,30,1,39,11,6,1,4202.9245,7697.3372,2,2,2,2,1
15011,36,54,2,43,15,1,1,3856.914,8165.2074,1,2,1,1,1
15011,36,52,1,42,15,1,1,4076.23,0,2,2,2,1,1
15011,36,75,2,44,12,5,1,3496.2863,5275.4908,1,2,1,1,1
16011,36,65,1,39,6,1,1,3338.3437,5283.9294,2,2,2,1,1
16011,36,61,2,39,8,5,1,3467.6199,0,2,1,2,2,2
16011,36,63,1,37,8,5,1,3787.814,6600.2148,2,1,2,1,1
16011,36,58,2,40,4,6,1,3498.6775,6318.1444,2,2,1,1,1
16011,36,39,1,39,4,1,1,5491.17,0,2,1,2,1,1
16011,36,54,1,43,16,1,1,4557.8427,8556.2684,1,2,1,1,1
16011,36,60,2,42,16,1,1,3819.1848,0,1,2,1,1,1
15011,36,70,1,40,12,5,2,5222.0203,8599.1026,2,1,2,1,1
15011,36,70,2,41,12,5,1,3742.468,0,2,2,1,1,1
15011,36,77,1,44,12,5,1,3936.2335,6230.2692,2,1,1,1,1
