hrhhid2,gestfips,prtage,pesex,peeduca,hefaminc,pemlr,ptdtrace,pwsswgt,pwprmwgt,pelaptop,pedesktp,petablet,pemphone,peinhome
15011,6,47,1,44,16,1,1,4141.5749,7774.8244,2,2,2,1,1
15011,6,52,2,43,16,1,1,3769.7366,0,1,1,2,1,1
15011,6,63,2,39,9,5,1,4162.0242,0,2,2,2,1,1
15011,6,66,1,33,9,5,1,3733.1247,6344.5807,2,2,2,1,1
15011,6,42,2,44,16,1,1,4836.5677,0,1,2,1,1,1
15011,6,44,1,43,16,1,1,4328.0755,7950.2624,1,2,1,1,1
15011,6,8,1,-1,16,-1,1,6665.4983,0,2,2,1,1,1
15011,6,75,1,31,6,5,1,4041.1581,0,2,2,2,2,2
15011,6,66,2,32,6,5,1,4758.6584,9704.8085,2,2,2,2,1
15011,6,64,2,33,4,1,1,4662.313,0,2,2,2,2,2
15011,6,62,1,33,4,6,1,5340.2842,0,2,2,2,2,2
15011,6,60,2,43,16,1,4,5258.4949,9840.529,1,2,2,2,1
15011,6,35,1,40,14,1,1,4346.9762,7984.9812,1,2,1,1,1
15011,6,33,2,40,14,1,1,3802.4902,0,1,2,1,1,1
15011,6,6,1,-1,14,-1,1,6681.1694,0,2,2,1,1,1
15011,6,7,2,-1,14,-1,1,4859.7325,0,2,2,1,2,2
15011,6,50,1,43,16,1,1,4328.9232,0,1,1,2,1,1
15011,6,50,2,43,16,7,1,3573.315,7564.8194,1,2,2,1,1
15011,6,15,2,34,16,7,4,4503.5275,0,1,2,1,1,1
15011,6,34,1,43,16,1,1,5027.5994,0,1,2,1,1,1
15011,6,35,2,43,16,1,1,4521.1304,9874.3252,1,2,1,1,1
15011,6,5,1,-1,16,-1,1,4786.8596,0,2,2,2,2,2
15011,6,15,2,37,16,7,1,5666.5754,0,2,2,2,2,2
15011,6,54,1,43,12,2,1,4328.9232,8126.5264,1,2,1,1,1
15011,6,47,2,44,11,1,4,3413.9735,0,1,1,2,1,1
15011,6,15,2,36,11,7,4,4278.4728,13801.6293,1,1,2,1,1
15011,6,70,2,42,12,5,9,3731.8561,6940.8469,1,2,2,1,1
15011,6,73,1,40,12,5,1,3352.4345,0,1,2,1,1,1
15011,6,27,2,46,16,7,2,4481.8701,9039.7776,1,2,1,1,1
15011,6,17,2,35,16,1,2,4996.2579,0,2,2,2,2,2
15011,6,17,2,35,16,1,2,4996.2579,0,2,2,2,2,2
15011,6,64,2,39,13,1,2,5229.9063,0,2,2,2,2,2
15011,6,65,1,39,13,1,2,2960.8653,0,2,2,2,2,2
15011,6,45,2,44,13,1,2,4206.7523,7068.7833,2,2,1,1,1
15011,6,75,1,40,13,1,1,3316.47,5249.3077,1,2,1,1,1
15011,6,64,2,37,13,1,1,3460.6418,7259.4341,2,2,2,1,1
15011,6,58,1,39,13,1,1,4795.9127,0,2,2,2,1,1
15011,6,41,2,39,13,1,1,5279.8235,0,1,2,2,1,1
15011,6,14,2,-1,13,-1,1,2677.6901,0,1,2,2,1,1
15011,6,65,2,36,13,1,1,3246.6552,0,2,2,2,1,1
15011,6,53,2,44,16,1,1,4564.237,9662.6323,1,1,1,1,1
15011,6,52,1,43,16,1,1,5094.5923,0,1,1,1,1,1
15011,6,18,2,39,16,7,1,4032.5797,0,1,1,1,1,1
15011,6,69,1,44,16,1,1,4423.2851,7001.1743,1,1,1,1,1
15011,6,69,2,44,16,7,1,3631.3101,0,1,1,1,1,1
15011,6,6,2,-1,16,-1,1,3455.9436,0,1,2,1,1,1
15011,6,7,1,-1,16,-1,1,3474.9107,0,2,1,2,2,1
15011,6,30,1,42,15,4,1,4091.881,7493.9695,2,2,2,1,1
15011,6,44,1,39,10,1,4,4125.6054,0,1,1,2,1,1
15011,6,41,2,37,10,1,4,3994.2533,8848.703,1,1,2,1,1
15011,6,10,2,-1,10,-1,4,4268.9462,0,1,1,2,1,1
15011,6,67,2,35,10,7,4,4849.9646,0,2,2,2,1,1
15012,6,22,2,43,14,1,4,4001.2005,12907.1957,1,1,1,1,1
15012,6,23,1,43,14,1,1,5850.1408,0,1,1,2,1,1
15012,6,24,2,43,14,7,2,6713.0223,0,1,2,2,1,1
15012,6,32,2,44,12,1,1,3939.0994,7543.4144,1,2,2,1,1
15012,6,23,1,43,12,1,1,4056.1417,0,1,2,2,1,1
15011,6,36,2,43,10,1,4,3307.7297,0,1,1,2,1,1
15011,6,69,1,39,10,5,4,5402.4937,9926.7135,2,2,2,2,1
15011,6,28,2,39,10,6,4,4430.7759,0,2,2,2,2,1
15012,6,71,2,40,5,5,1,3968.0394,5987.3116,2,2,1,1,1
15012,6,39,1,44,16,1,1,4082.9888,0,1,1,1,1,1
15012,6,38,2,44,16,1,1,3678.9206,7040.351,1,2,1,1,1
16011,6,33,2,43,16,1,4,4255.9662,0,2,2,2,2,2
16011,6,33,1,43,16,1,4,4228.8677,0,2,2,2,2,2
16011,6,67,2,46,8,5,4,4771.7651,8874.9646,1,2,1,1,1
16011,6,60,2,43,15,5,1,4165.6201,7522.5537,1,2,2,1,1
16011,6,62,1,43,15,2,1,4775.0807,0,1,1,2,1,1
16011,6,59,2,45,16,1,1,4125.3823,7449.8896,1,1,1,1,1
16011,6,70,1,40,16,1,1,3534.3864,0,1,1,2,1,1
16011,6,54,1,40,15,6,1,4684.6475,0,1,2,2,1,1
16011,6,52,2,42,15,1,1,4676.3428,0,1,2,2,1,1
16011,6,22,1,40,15,1,1,5090.6037,0,2,2,2,1,1
16011,6,16,1,36,15,7,1,4096.3228,13363.1787,2,2,2,1,1
16011,6,52,1,41,11,1,1,4046.2837,7595.9378,2,1,2,1,2
16011,6,75,2,44,16,5,1,3056.9129,4612.5273,2,1,2,1,2
16011,6,80,1,45,16,5,1,3099.9346,0,2,1,2,1,2
16011,6,44,1,43,16,1,4,4272.5997,0,2,2,2,2,2
16011,6,49,2,39,16,1,4,2738.2747,5923.7219,2,2,2,2,1
16011,6,46,1,33,12,1,1,5820.0264,0,2,2,2,2,2
16011,6,56,2,32,12,1,1,4163.0316,0,2,2,2,2,2
16011,6,57,1,40,16,1,1,4359.7407,0,1,1,1,1,1
16011,6,48,2,44,16,1,1,4818.7273,0,1,1,1,1,1
16011,6,60,2,43,16,1,1,4498.0204,8122.8242,1,1,1,1,1
16011,6,41,1,43,16,1,2,7059.4129,12292.8939,1,2,1,1,1
16011,6,39,2,44,16,4,2,4803.7461,0,1,2,1,1,1
16011,6,8,1,-1,16,-1,2,5777.0957,0,2,2,1,2,1
16011,6,6,1,-1,16,-1,2,3392.77,0,2,2,1,2,1
16011,6,4,2,-1,16,-1,2,6869.7299,0,2,2,1,2,1
16011,6,30,2,43,16,2,2,4567.0249,0,1,1,1,1,1
16011,6,73,2,39,16,1,2,3584.7271,5143.4162,1,1,1,1,1
16011,6,73,1,39,16,1,2,3146.2235,0,1,1,1,1,1
16011,6,60,2,43,16,1,2,4089.6083,0,1,1,1,1,1
16011,6,60,1,43,16,1,2,4522.1201,0,1,1,1,1,1
16011,6,75,1,43,12,5,1,4668.1899,0,2,2,2,2,2
16011,6,71,2,43,12,5,1,4109.4197,0,2,2,2,2,2
16011,6,63,2,43,15,1,1,3165.3174,5716.1405,1,1,2,1,1
16011,6,78,2,39,15,5,1,4084.5796,8330.0921,2,1,2,1,1
16011,6,80,1,33,15,5,1,4857.5093,0,2,1,2,1,1
16011,6,48,2,40,15,1,1,4050.3685,0,2,2,2,2,1
16011,6,18,1,37,15,7,1,4602.9375,0,2,2,2,2,1
16011,6,58,2,32,10,7,1,4241.5475,8897.5503,2,2,2,1,1
16011,6,26,1,40,10,7,1,4415.7739,0,1,2,2,1,1
16011,6,53,1,39,10,1,1,4338.3816,0,2,2,2,2,1
16011,6,15,1,34,10,4,1,7244.6734,0,2,2,2,2,1
16011,6,14,1,-1,10,-1,1,5018.0904,0,2,2,2,2,1
16011,6,60,2,33,13,7,1,3740.8506,7847.2318,2,2,2,1,1
16011,6,60,1,33,13,1,1,4119.1726,0,2,2,2,1,1
16011,6,85,1,31,13,7,1,3537.1024,0,2,2,2,1,1
16011,6,24,2,39,13,7,1,4532.4913,0,1,2,2,1,1
16011,6,21,1,38,13,1,1,4044.2852,0,2,2,2,1,2
16011,6,3,2,-1,13,-1,1,4527.711,0,2,2,1,2,1
16011,6,12,2,-1,13,-1,1,4277.3477,0,1,2,1,1,1
16011,6,55,1,39,15,1,2,4522.1201,0,1,2,1,1,1
16011,6,52,2,43,15,1,2,3849.2408,6468.0417,1,2,1,1,1
16011,6,69,2,33,4,5,1,3194.307,6514.4701,2,2,2,1,1
16011,6,39,1,38,13,1,1,4930.7855,0,2,2,2,1,1
16011,6,40,2,38,13,7,1,3238.8999,7073.8838,2,2,2,1,1
16011,6,13,1,-1,13,-1,1,4411.1654,0,1,1,1,1,1
16011,6,10,1,-1,13,-1,1,5961.6078,0,2,2,2,2,2
16011,6,5,2,-1,13,-1,1,6607.2483,0,2,2,2,2,2
16011,6,23,1,43,15,2,1,4113.5409,0,1,2,2,1,1
16011,6,23,2,39,15,2,1,5097.3372,16716.8232,1,2,1,1,1
16011,6,45,2,39,16,1,1,3109.373,0,1,1,2,1,1
16011,6,49,1,39,16,1,1,3969.76,8956.6486,1,1,2,1,1
16011,6,23,2,40,16,1,1,5097.3372,0,1,1,2,1,1
16011,6,16,1,37,16,7,1,4702.5602,0,1,1,2,1,1
16011,6,35,2,38,6,7,1,4242.2571,0,1,1,2,1,1
16011,6,43,1,32,6,1,1,5023.1467,9813.3271,2,2,2,1,1
16011,6,9,1,-1,6,-1,1,5888.7442,0,2,2,2,2,1
16011,6,7,2,-1,6,-1,1,6619.1776,0,2,2,2,2,2
16011,6,6,1,-1,6,-1,1,4258.0414,0,2,2,2,2,1
16011,6,50,2,37,10,7,1,4189.7732,9223.4459,2,2,2,1,1
16011,6,17,2,38,10,7,1,4876.9266,0,1,2,2,1,1
16011,6,54,1,34,10,1,1,4770.5601,0,2,2,2,1,1
16011,6,24,2,43,10,1,1,4770.9077,0,1,2,1,1,1
16011,6,35,2,39,10,7,1,4242.2571,0,2,2,2,1,2
16011,6,36,1,39,10,1,1,4560.6051,0,2,2,2,1,2
16011,6,7,2,-1,10,-1,1,6619.1776,0,2,2,2,2,2
16011,6,3,2,-1,10,-1,1,4765.876,0,2,2,2,2,2
16011,6,62,2,39,15,1,1,3632.6767,0,2,2,2,2,2
16011,6,27,2,45,15,1,1,3176.4523,0,2,2,2,2,2
16011,6,61,2,40,10,1,1,4402.4145,9235.0032,2,2,1,1,1
16011,6,58,1,35,13,4,1,4974.1116,9928.7165,2,2,2,1,1
16011,6,48,2,33,13,1,1,4050.3685,0,2,2,2,1,1
16011,6,19,2,40,13,1,1,3731.8167,0,1,1,2,1,1
16011,6,16,1,36,13,7,1,4602.9375,0,1,1,2,1,1
16011,6,16,1,36,13,7,1,4602.9375,0,1,1,2,1,1
16011,6,43,1,39,14,1,1,5128.9199,0,2,2,2,2,2
16011,6,43,2,43,14,1,1,3299.08,0,2,2,2,2,2
16011,6,15,2,34,14,7,1,5488.0737,0,2,2,2,2,2
16011,6,33,1,42,14,1,1,4237.6737,7760.9777,2,2,2,1,2
16011,6,35,1,43,15,1,1,3816.4067,7010.3756,2,2,2,1,2
16011,6,31,1,43,14,1,4,4546.6959,9221.6813,1,2,2,1,1
16011,6,56,1,39,14,1,4,4072.2107,0,2,2,2,1,1
16011,6,65,2,34,14,1,4,4196.4902,0,2,2,2,1,1
16011,6,24,1,40,14,1,4,4911.774,0,1,1,1,1,1
16011,6,27,2,43,14,7,4,2822.4036,0,2,2,2,1,1
16011,6,55,1,43,16,7,1,5116.5017,0,2,2,2,2,2
16011,6,56,2,43,16,6,1,4464.6598,9365.576,1,1,1,1,1
16011,6,77,1,42,5,7,2,3311.7199,5453.4103,1,2,2,1,1
16011,6,52,2,35,5,7,2,4051.7171,0,2,2,2,2,2
16011,6,64,2,35,5,7,2,4304.7283,0,2,2,2,2,2
16011,6,64,1,42,5,7,2,4759.991,0,2,2,2,2,2
16011,6,64,2,39,16,1,1,4458.4332,8051.335,1,2,1,1,1
16011,6,31,1,39,13,6,1,4166.6995,0,2,2,2,1,1
16011,6,31,2,43,13,1,1,3656.7879,7375.6152,1,2,2,1,1
16011,6,5,1,-1,13,-1,1,5236.7409,0,2,2,1,2,1
16011,6,23,2,43,11,1,1,5243.9013,17705.1136,1,2,2,1,1
16011,6,23,2,43,11,1,1,5243.9013,0,1,1,2,1,1
16011,6,22,2,43,11,1,2,4885.0537,0,1,2,2,1,1
16011,6,40,1,40,14,7,1,4464.5139,0,2,2,2,2,2
16011,6,38,2,40,14,7,1,4357.9595,9517.9536,1,2,1,1,1
16011,6,36,2,40,14,7,1,4357.9595,0,2,2,2,2,2
16011,6,85,2,39,1,5,1,3217.7115,0,2,2,2,2,2
16011,6,32,2,36,5,7,1,4857.3332,0,2,2,2,1,2
16011,6,42,1,40,5,1,1,4472.1351,0,2,2,2,1,2
16011,6,58,1,39,5,5,1,4482.783,0,2,2,1,1,2
16011,6,3,1,-1,5,-1,1,7220.2182,0,2,2,2,2,2
16011,6,34,2,43,14,1,1,3973.6022,8014.6188,1,2,1,1,1
16011,6,37,1,39,14,1,1,4310.3443,0,1,1,2,1,1
16011,6,29,1,39,14,2,1,4648.0508,10047.4251,1,1,1,1,1
16011,6,30,1,43,14,1,1,4237.6737,0,1,2,2,1,1
16011,6,55,2,39,11,5,1,3715.7176,6710.0898,2,2,2,1,1
16011,6,34,2,43,14,1,1,3598.7098,0,2,2,2,2,2
16011,6,60,1,43,14,1,1,4775.0807,0,2,2,2,2,2
16011,6,27,1,43,14,1,1,5171.7143,9471.6022,1,2,2,1,1
16011,6,28,1,43,14,2,1,5171.7143,0,1,2,2,1,1
16011,6,69,2,39,3,6,1,4928.2082,10050.5884,2,2,1,1,1
16011,6,32,2,39,3,7,1,3741.1799,0,2,2,2,1,1
16011,6,51,2,39,3,7,1,4213.563,0,2,2,2,1,1
16011,6,16,2,36,3,7,1,4067.993,0,1,2,2,1,1
16011,6,3,1,-1,3,-1,1,5268.0699,0,2,2,2,2,2
16011,6,9,2,-1,3,-1,1,4482.3055,0,2,2,2,1,1
16011,6,31,1,39,3,1,1,4140.625,0,2,2,2,1,1
16011,6,60,1,40,16,1,1,4280.0882,7457.996,1,2,2,1,1
16011,6,55,2,40,16,1,1,4125.3823,0,2,2,2,1,1
16011,6,60,2,43,13,1,1,3393.9565,6129.0322,1,2,2,1,1
16011,6,29,1,43,13,6,1,4913.2684,0,1,2,1,1,1
16011,6,41,1,40,13,4,1,4091.3353,7515.3932,2,1,1,1,1
16011,6,61,2,40,14,1,1,3572.4841,0,1,2,1,1,1
16011,6,15,2,35,14,7,4,3127.4206,10088.5296,1,2,2,1,1
16011,6,67,1,39,8,5,1,4069.263,6915.8599,2,2,2,1,1
16011,6,66,1,39,9,5,1,4069.263,6915.8599,2,2,2,1,1
15011,6,85,2,43,16,5,1,3155.3183,4761.0096,1,2,1,1,1
16011,6,85,2,39,13,5,1,3702.5358,5586.6974,2,2,2,2,1
15011,6,54,2,42,12,1,1,3961.6175,8386.868,1,2,2,2,1
15011,6,44,1,39,15,1,1,4466.3946,0,1,2,2,1,1
15011,6,45,2,39,15,1,1,3818.4131,8083.6998,1,2,2,1,1
15011,6,10,1,-1,15,-1,1,4321.4633,0,1,2,2,2,1
15011,6,6,1,-1,15,-1,1,3608.2315,0,1,2,2,2,1
16011,6,43,1,39,14,1,1,4615.0582,0,2,2,2,1,2
16011,6,41,2,39,14,7,1,4120.3244,0,2,2,2,1,2
16011,6,12,2,-1,14,-1,1,4277.7897,0,2,2,2,1,2
16011,6,22,1,39,14,7,1,4032.8684,14319.1145,2,2,2,1,1
15011,6,68,2,43,16,5,4,4000.3692,7440.252,1,2,2,1,1
15011,6,67,1,44,16,1,4,4006.1241,0,1,1,2,1,1
15011,6,61,2,44,16,1,1,4098.944,7402.1455,2,2,1,1,1
15011,6,76,1,42,16,5,1,4425.3667,0,2,2,2,1,1
15011,6,44,2,44,16,1,4,3953.8167,0,1,2,2,1,1
15011,6,47,1,43,16,1,4,4269.7517,7961.9666,1,1,1,1,1
15011,6,14,2,-1,16,-1,4,1987.3022,0,1,2,1,1,1
15011,6,59,1,44,14,5,4,3860.3882,8354.1761,2,2,2,1,1
15011,6,54,2,43,14,5,4,5081.894,0,2,2,1,1,1
15011,6,54,1,37,14,1,1,3683.5418,0,1,2,1,1,1
15011,6,59,2,34,14,1,1,3598.2902,7548.181,1,2,1,1,1
15011,6,26,2,43,14,1,1,5239.8757,0,1,2,1,1,1
15011,6,32,1,39,16,6,1,4123.6408,0,2,2,2,2,2
15011,6,31,1,43,16,1,1,4123.6408,8913.838,1,2,2,1,1
15011,6,61,2,40,16,1,1,3548.1236,0,1,2,2,1,1
15011,6,61,2,33,10,5,4,3498.5147,0,1,2,2,1,1
15011,6,65,1,36,10,5,4,3873.4647,7117.227,2,2,2,1,1
15011,6,42,1,34,10,7,4,4209.4283,0,2,2,2,1,2
15011,6,48,2,40,15,7,4,3934.8194,8512.2124,1,2,1,1,1
15011,6,48,1,44,15,1,4,5546.9657,0,1,2,1,1,1
15011,6,15,1,34,15,7,4,3278.0222,0,1,2,2,2,1
15011,6,12,1,-1,15,-1,4,2275.0664,0,2,2,2,2,2
15011,6,16,1,35,15,7,4,4359.3687,0,2,2,2,2,2
15011,6,60,2,44,13,1,1,3549.2993,0,1,2,1,1,1
15011,6,20,1,40,13,7,1,5009.1807,16341.1381,1,2,1,1,1
15011,6,21,2,43,13,1,1,6304.5785,0,1,2,1,1,1
16011,6,49,1,43,16,1,1,4348.6978,8163.6485,1,2,1,1,1
16011,6,52,2,44,16,1,1,4347.519,0,2,2,2,2,2
16011,6,54,1,46,16,1,1,4675.1027,0,2,2,2,2,2
16011,6,15,2,35,16,7,1,3486.4817,0,2,2,2,2,2
16011,6,20,2,43,16,7,1,5426.6105,0,2,2,2,2,2
16011,6,38,2,43,16,1,4,3939.3262,0,1,1,1,1,1
16011,6,38,1,43,16,1,4,4698.6008,8386.8077,1,1,1,1,1
16011,6,10,2,-1,16,-1,4,4423.5499,0,2,2,1,2,1
16011,6,6,2,-1,16,-1,4,4029.0427,0,2,2,1,2,1
16011,6,62,2,46,16,1,1,3439.9315,0,1,2,2,1,1
16011,6,45,2,44,16,1,1,3624.1337,0,1,2,2,1,1
16011,6,58,1,35,16,4,1,4115.2199,7170.7152,1,2,1,1,1
16011,6,39,1,43,16,1,1,4098.7753,7529.0598,1,1,2,1,1
16011,6,39,2,43,16,1,1,4281.569,0,1,1,2,1,1
16011,6,75,2,41,14,5,1,2988.1052,0,2,2,2,2,2
16011,6,77,1,40,14,5,1,3282.1124,0,2,2,2,2,2
16011,6,28,2,39,14,7,1,3384.1385,6825.6908,1,2,1,1,1
16011,6,26,1,39,14,1,1,4012.7214,0,1,2,2,1,1
16011,6,6,1,-1,14,-1,1,3322.3631,0,1,2,2,2,1
16011,6,64,1,39,16,5,1,4559.1235,7944.2113,2,2,2,1,1
16011,6,61,2,40,16,1,1,4032.8537,0,2,2,2,1,1
16011,6,30,2,43,16,1,1,4663.6424,0,1,1,2,1,1
16011,6,32,1,39,16,1,1,4760.285,0,2,2,2,2,2
16011,6,4,1,-1,16,-1,1,7952.6021,0,2,2,2,2,1
16011,6,35,2,44,14,1,1,4767.3275,10412.0293,1,2,2,1,1
16011,6,42,1,44,16,1,8,6434.1739,11484.7338,1,1,2,1,1
16011,6,43,2,43,16,1,4,4977.6044,0,1,1,2,1,1
16011,6,70,2,40,16,5,4,4276.4467,0,2,2,2,1,1
16011,6,42,2,43,14,7,4,4648.5567,10298.2196,1,2,1,1,1
16011,6,42,1,43,14,1,4,4141.5566,0,1,2,1,1,1
16011,6,11,1,-1,14,-1,4,2496.0135,0,2,2,2,2,2
16011,6,9,1,-1,14,-1,4,5165.535,0,2,2,2,2,2
16011,6,3,1,-1,14,-1,4,4651.8826,0,2,2,2,2,2
16011,6,38,1,43,14,2,1,4475.6302,0,1,2,2,1,1
16011,6,34,2,43,14,1,1,4266.054,8169.5357,1,2,2,1,1
16011,6,60,1,40,1,5,1,4687.9825,8168.7463,1,2,1,1,1
16011,6,63,1,39,13,1,1,3909.7147,0,2,2,2,1,1
16011,6,64,2,39,13,4,1,3465.9148,6258.9793,2,2,2,1,1
16011,6,54,1,46,16,1,10,6195.3046,0,1,2,2,1,2
16011,6,60,2,39,1,1,1,3896.6162,8173.9834,2,2,2,1,1
16011,6,60,1,40,1,6,1,5070.6679,0,2,2,2,1,1
16011,6,66,1,44,14,5,1,3633.9683,5751.8439,1,2,1,1,1
16011,6,67,2,44,14,5,1,3497.6575,0,1,2,1,1,1
15011,6,80,2,39,13,5,1,4032.3003,6084.2738,2,2,2,1,1
15011,6,85,1,43,15,5,1,3779.8188,0,2,2,2,2,2
15011,6,80,2,44,15,1,1,3441.2277,0,2,2,2,2,2
15011,6,47,1,42,16,2,1,4358.1509,0,2,2,2,2,2
15011,6,50,2,39,16,7,1,3662.3482,0,2,2,2,2,2
15011,6,47,2,39,16,1,1,4062.9365,8601.3635,1,2,1,1,1
15011,6,48,1,44,16,1,2,4314.6089,0,2,1,1,1,1
15011,6,28,1,41,15,2,1,4053.5389,8762.3028,1,2,2,1,1
15011,6,24,2,39,15,7,1,5450.2044,0,1,2,2,1,1
15011,6,3,1,-1,15,-1,1,4778.3341,0,2,2,2,2,2
15011,6,60,1,43,16,1,2,4904.2595,7431.0371,2,1,2,1,1
15011,6,55,2,40,16,1,2,4669.5987,0,2,1,2,1,1
15011,6,69,1,43,12,5,1,4543.0767,0,2,2,2,1,1
15011,6,69,2,42,12,5,1,3871.3287,5841.3863,2,2,2,1,1
15011,6,80,1,40,16,5,1,3489.8987,5523.8106,2,2,2,1,1
15011,6,77,2,44,16,5,1,3177.2783,0,2,2,2,1,1
15011,6,36,1,44,15,1,1,4361.6482,8521.0095,1,1,2,1,1
15011,6,27,1,43,15,7,1,4871.6582,0,1,2,2,1,1
15011,6,73,2,39,9,5,1,3202.0811,4831.5693,1,2,2,1,1
15011,6,79,1,40,9,5,1,3151.2067,0,2,2,2,2,2
15012,6,30,2,40,13,7,1,4536.1324,8686.7385,1,2,2,1,1
15012,6,32,1,39,13,1,1,5231.2165,0,1,2,2,1,1
15012,6,15,1,34,13,7,1,4217.7763,0,2,1,1,1,1
15012,6,11,1,-1,13,-1,1,4361.2553,0,2,1,2,2,1
16011,6,20,1,39,16,1,1,5730.4137,0,2,2,2,2,2
16011,6,67,2,33,16,1,1,3808.9085,0,2,2,2,2,2
16011,6,80,1,46,16,5,1,3483.3465,0,1,1,1,2,1
16011,6,80,2,46,16,5,1,3170.0266,4783.2027,1,1,1,2,1
16011,6,49,1,45,16,1,1,4549.4521,8540.5171,1,2,1,1,1
16011,6,51,2,46,16,1,1,3826.0289,0,1,2,1,1,1
16011,6,66,1,33,15,5,1,5127.5349,8714.4313,1,2,2,1,1
16011,6,53,2,43,15,1,4,5230.774,0,1,2,2,1,1
16011,6,20,1,39,8,1,1,4090.806,14524.8279,2,2,1,1,1
16011,6,68,1,39,8,6,1,3556.2638,0,2,2,2,1,1
16011,6,59,1,31,8,7,1,4248.0272,0,2,2,2,1,1
16011,6,37,2,40,8,7,1,4629.2434,0,2,2,2,1,1
16011,6,19,2,39,8,1,2,4713.4547,0,2,2,2,2,2
16011,6,58,2,41,8,6,2,5012.0294,0,2,2,2,2,2
16012,6,37,1,39,15,1,1,5320.2915,0,1,2,2,1,1
16012,6,31,2,43,15,7,1,4311.916,0,2,2,2,1,1
16012,6,20,1,39,15,1,1,4090.806,0,2,2,2,1,1
16012,6,55,1,43,15,1,1,4248.0272,0,2,2,2,1,2
16012,6,36,2,39,15,4,1,5022.7884,10969.9659,2,2,2,1,1
16012,6,36,1,39,15,1,1,5320.2915,0,2,2,2,2,2
16011,6,70,2,43,5,5,1,4260.2084,8688.2695,2,2,2,2,2
16011,6,65,2,31,5,6,1,4268.1269,0,2,2,2,2,2
16011,6,80,2,32,8,5,1,4354.5579,0,2,2,2,2,1
16011,6,52,2,33,8,1,1,3830.7771,8433.1451,2,2,1,1,1
16011,6,75,2,42,9,5,1,3414.4188,0,2,2,2,2,1
16011,6,85,1,42,9,5,1,3100.3975,0,2,2,2,2,2
16011,6,52,1,40,9,6,1,3791.4554,8554.3543,1,2,2,1,1
15011,6,62,1,39,14,1,5,7827.1415,0,2,2,2,1,2
15011,6,41,1,43,14,1,5,6820.2921,12173.9388,1,1,1,1,1
15011,6,61,2,39,14,7,5,4693.3105,0,1,2,2,1,2
15011,6,39,2,43,14,1,5,8463.4741,0,2,2,2,1,1
15011,6,30,2,43,16,1,1,4759.93,9115.3132,1,2,2,1,1
15011,6,32,1,40,16,1,1,5489.3071,0,1,2,2,1,1
15011,6,44,1,40,13,1,1,4793.6223,8805.4275,2,1,2,1,1
15011,6,42,1,42,15,1,1,5037.872,9842.0948,1,2,2,1,1
16011,6,75,2,44,12,5,1,4094.8375,6178.6352,2,2,2,1,1
16011,6,66,1,43,14,5,1,3851.6971,6546.0988,1,2,1,1,1
16011,6,31,1,40,13,1,1,4667.0485,0,1,2,2,1,1
16011,6,31,2,39,13,1,1,5091.572,9750.4109,1,2,2,1,1
16011,6,63,2,43,13,5,1,3550.0341,0,1,2,2,1,1
16011,6,68,1,39,13,5,1,3980.5246,6300.3731,2,1,2,1,1
16011,6,36,1,40,13,1,1,4274.6915,0,1,2,2,1,1
16011,6,59,2,39,13,6,1,4205.5972,0,2,1,2,1,1
16011,6,52,2,44,16,1,1,4014.7923,0,1,1,1,1,1
16011,6,54,1,42,16,1,1,4264.695,8005.9532,2,1,1,1,1
16011,6,58,2,39,7,7,4,3589.6571,0,2,2,2,2,2
16011,6,65,1,34,7,1,4,4242.8617,0,2,2,2,2,2
15011,6,77,2,39,11,5,1,3883.5441,7920.1003,2,2,2,1,1
15011,6,85,1,32,11,5,1,4104.9161,0,2,2,2,1,2
15011,6,80,1,40,11,5,1,4533.8786,7176.2217,2,2,2,1,2
15011,6,76,2,43,11,5,1,3763.2128,0,2,2,2,1,2
15011,6,48,1,43,16,1,1,4349.9611,0,1,1,2,1,1
15011,6,43,2,44,16,1,1,4655.3368,0,2,1,2,1,1
15011,6,11,1,-1,16,-1,1,4207.4736,0,2,1,1,2,1
15011,6,9,1,-1,16,-1,1,3891.7387,0,2,1,1,2,1
15011,6,53,2,39,16,1,1,4150.2863,8786.2857,2,1,2,1,1
15011,6,51,2,35,11,7,1,3493.1797,0,2,2,2,1,1
15011,6,51,1,35,11,1,1,3610.2025,0,2,2,2,1,1
15011,6,23,2,41,11,7,1,4061.4007,13319.448,1,2,2,1,1
15011,6,14,1,-1,11,-1,1,4260.696,0,2,2,2,1,1
15011,6,9,2,-1,11,-1,1,3155.5266,0,2,2,2,2,2
15011,6,66,1,40,12,1,1,3928.3415,6676.3587,2,1,2,1,1
15011,6,62,2,43,12,5,1,3888.1458,0,2,1,2,1,1
15011,6,50,1,40,12,1,4,3341.0423,6230.1673,1,1,1,1,1
15011,6,80,1,39,11,5,1,3711.6488,6308.0816,1,1,1,1,1
15011,6,80,2,39,11,5,1,3511.4852,0,1,1,1,1,1
15011,6,50,1,39,14,1,1,3610.2025,0,1,1,2,1,1
15011,6,21,1,39,14,7,1,4051.119,14383.9151,1,1,2,1,1
15011,6,17,1,37,14,7,1,4631.2001,0,1,1,1,1,1
15011,6,27,2,40,3,7,2,6325.5572,10937.4819,1,2,1,1,1
15011,6,64,2,40,13,1,1,3766.1108,7900.2205,1,1,1,1,1
15012,6,28,1,43,16,1,4,4028.2087,8170.0773,1,2,1,1,1
15012,6,28,2,46,16,1,4,3808.7079,0,1,2,1,1,1
